,quarter_id,lat,lon,coordinates,area,population,great_parks_count,great_parks_area,great_parks_ndvi,good_parks_count,good_parks_area,good_parks_ndvi,ok_parks_count,ok_parks_area,ok_parks_ndvi,general_ndvi,general_area
361,way/105694271,56.78602437777778,60.662045133333336,"[(56.78625, 60.6614242), (56.7860867, 60.6614982), (56.7859766, 60.6610618), (56.785375, 60.6616012), (56.7854985, 60.6621945), (56.7858772, 60.6629202), (56.7862993, 60.6632834), (56.7866061, 60.6629985), (56.78625, 60.6614242)]",10261.85,0,0,0.0,0.0,0,0.0,0.0,2,14318.04,0.7357,0.7357,14318.04
362,way/105694273,56.78892537142857,60.66273971428571,"[(56.7889364, 60.6613962), (56.7883906, 60.6628751), (56.7886362, 60.663696), (56.788957, 60.663802), (56.7890089, 60.6637642), (56.7896121, 60.6622483), (56.7889364, 60.6613962)]",11041.38,0,0,0.0,0.0,0,0.0,0.0,1,479.22,0.4909,0.4909,479.22
363,way/107839403,56.9392598,60.6738186625,"[(56.9389622, 60.6741205), (56.9392781, 60.6741349), (56.9392918, 60.6743938), (56.939694, 60.6742895), (56.939581, 60.672948), (56.9392462, 60.6730699), (56.9390629, 60.6734722), (56.9389622, 60.6741205)]",4815.35,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0
364,way/107839421,56.938319225,60.6737654375,"[(56.9381023, 60.6732295), (56.9380199, 60.674366), (56.9382573, 60.6743372), (56.9382809, 60.674161), (56.938687, 60.6741106), (56.9387184, 60.6733529), (56.9383857, 60.6733368), (56.9381023, 60.6732295)]",3890.04,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0
365,way/107839438,56.939182943478265,60.6715253826087,"[(56.9401908, 60.6711413), (56.9397843, 60.6708421), (56.93988, 60.670399), (56.9394437, 60.6701084), (56.9392741, 60.6710406), (56.939169, 60.6709716), (56.9393919, 60.6699012), (56.9389178, 60.6694984), (56.938535, 60.6708115), (56.9383469, 60.6719295), (56.9385262, 60.6719997), (56.9385506, 60.6723864), (56.938241, 60.6723106), (56.9381757, 60.6730403), (56.9385989, 60.6731162), (56.9386391, 60.6725132), (56.939287, 60.6726213), (56.939346, 60.6722047), (56.9394, 60.6720252), (56.9395294, 60.6721265), (56.9397001, 60.6713416), (56.9400894, 60.6716132), (56.9401908, 60.6711413)]",22938.89,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0
366,way/107839444,56.93734098,60.67902891999999,"[(56.9376157, 60.6788534), (56.9371102, 60.6787556), (56.9369784, 60.6792044), (56.9373849, 60.6794778), (56.9376157, 60.6788534)]",1886.83,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0
367,way/107839445,56.93776128333334,60.67260105,"[(56.937516, 60.6721012), (56.9373879, 60.6728677), (56.9379304, 60.6730955), (56.938066, 60.6730978), (56.9381514, 60.6723429), (56.937516, 60.6721012)]",3657.8,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0
368,way/107839449,56.93791482941177,60.670517658823535,"[(56.938902, 60.6693703), (56.9388445, 60.6692641), (56.9382371, 60.6696323), (56.9381915, 60.6699229), (56.9378666, 60.6698251), (56.9377881, 60.6703257), (56.9381539, 60.6705387), (56.9381221, 60.6707793), (56.937239, 60.6703519), (56.9371819, 60.6709013), (56.937067, 60.6708698), (56.9370042, 60.6714153), (56.9372302, 60.6714959), (56.9371925, 60.6718205), (56.9381782, 60.672229), (56.9384513, 60.6706878), (56.938902, 60.6693703)]",17093.36,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0
369,way/107839451,56.93725356428571,60.6739461,"[(56.938027, 60.6736132), (56.9377005, 60.6735642), (56.9376942, 60.673639), (56.9373787, 60.6736218), (56.9373771, 60.6737196), (56.9370773, 60.6737139), (56.9370757, 60.673639), (56.9366692, 60.6736074), (56.9367571, 60.6743008), (56.9364714, 60.6744101), (56.9364914, 60.6747157), (56.936821, 60.6746495), (56.9379823, 60.674438), (56.938027, 60.6736132)]",8512.93,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0
370,way/107839471,56.93745797941177,60.67714716470588,"[(56.9373734, 60.6758422), (56.9374547, 60.676571), (56.9374858, 60.6769356), (56.937537, 60.6771861), (56.9375835, 60.6773697), (56.9374961, 60.6774894), (56.9374449, 60.677285), (56.9374388, 60.6770511), (56.9374087, 60.6768394), (56.9373997, 60.6765722), (56.9373116, 60.6758969), (56.9369103, 60.676004), (56.9369775, 60.676941), (56.9369968, 60.6775936), (56.9369514, 60.6776066), (56.936937, 60.6769216), (56.9368566, 60.6760142), (56.9365247, 60.6759538), (56.9367597, 60.6782158), (56.9371465, 60.678103), (56.9372595, 60.6783245), (56.9373646, 60.678359), (56.9376205, 60.6781317), (56.9376629, 60.6783216), (56.9378246, 60.6781461), (56.9379329, 60.6784182), (56.938103, 60.6781729), (56.9379997, 60.6779153), (56.9383118, 60.6773371), (56.9382907, 60.6771011), (56.9380662, 60.6763209), (56.9379193, 60.6763925), (56.9378475, 60.6758283), (56.9373734, 60.6758422)]",21905.58,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0
371,way/107839487,56.93697387,60.67267303,"[(56.9373948, 60.672064), (56.936555, 60.6717187), (56.9363274, 60.6728581), (56.9365032, 60.6729502), (56.9364452, 60.6733472), (56.9372104, 60.6735861), (56.9373107, 60.6728312), (56.9372795, 60.6728165), (56.9373177, 60.6724943), (56.9373948, 60.672064)]",9370.51,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0
372,way/108090190,56.86508242580645,60.68601624516129,"[(56.8659293, 60.6837868), (56.8658991, 60.6835417), (56.8655541, 60.6838297), (56.8654336, 60.6834498), (56.8656074, 60.6833155), (56.865669, 60.6828116), (56.8651341, 60.6826955), (56.8649814, 60.6828248), (56.8649245, 60.6832415), (56.8641173, 60.6844669), (56.8640905, 60.6846569), (56.863836, 60.6854105), (56.8636506, 60.6857641), (56.8636657, 60.6858723), (56.8637783, 60.6866836), (56.8638628, 60.6872916), (56.8642144, 60.6884435), (56.8647403, 60.6893442), (56.8652257, 60.690024), (56.8652795, 60.690153), (56.8655911, 60.6898397), (56.8660532, 60.6893749), (56.8659644, 60.6891157), (56.8659977, 60.6890729), (56.8660226, 60.6890455), (56.865878, 60.6886607), (56.8650752, 60.6853125), (56.8650719, 60.6851899), (56.8651355, 60.6848897), (56.8652427, 60.6846078), (56.8659293, 60.6837868)]",64371.78,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0
373,way/108090216,56.85028325555555,60.68146227777778,"[(56.8504577, 60.6814006), (56.8503425, 60.6812564), (56.8501312, 60.6811792), (56.8500623, 60.6812238), (56.8500606, 60.681642), (56.8502947, 60.6818293), (56.8503579, 60.6816546), (56.8503847, 60.681574), (56.8504577, 60.6814006)]",1173.15,0,0,0.0,0.0,1,326900.14,0.7708,1,706.72,0.6009,0.7704,327606.86
374,way/108543507,56.8140057590909,60.702341904545456,"[(56.8151044, 60.7031526), (56.8149387, 60.7029468), (56.8143475, 60.7023103), (56.814079, 60.7017614), (56.813859, 60.7013403), (56.8137422, 60.7010978), (56.8136413, 60.7008645), (56.8134712, 60.7004068), (56.8131841, 60.6994783), (56.8129679, 60.6993455), (56.8127126, 60.6991502), (56.8126015, 60.7000478), (56.812114, 60.7031055), (56.8135554, 60.705285), (56.8136898, 60.7050075), (56.8139, 60.7052955), (56.8147653, 60.7040539), (56.8149247, 60.7038161), (56.8151309, 60.7033683), (56.8151317, 60.7032931), (56.8151611, 60.7032421), (56.8151044, 60.7031526)]",64386.0,50,0,0.0,0.0,0,0.0,0.0,1,2639.68,0.7075,0.7075,2639.68
375,way/109035555,56.84729580384616,60.706240330769226,"[(56.8475826, 60.7066394), (56.8473522, 60.7068068), (56.8472392, 60.7058494), (56.8470195, 60.7060033), (56.8469279, 60.7055354), (56.8470269, 60.7054136), (56.8469288, 60.7048535), (56.8470525, 60.7035501), (56.8473975, 60.7034862), (56.8473816, 60.7030789), (56.8466445, 60.703085), (56.8466105, 60.7044631), (56.8465425, 60.7044582), (56.8465289, 60.704816), (56.8468508, 60.7063727), (56.8471502, 60.7076298), (56.8476269, 60.7094216), (56.8477852, 60.7097507), (56.848068, 60.7095799), (56.8479305, 60.7081456), (56.8477794, 60.7077401), (56.8477236, 60.7073718), (56.8476787, 60.7073544), (56.8476311, 60.7071429), (56.8476488, 60.7070608), (56.8475826, 60.7066394)]",21927.31,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0
376,way/109035557,56.84754676,60.71007584,"[(56.8474899, 60.7092838), (56.8469251, 60.7097509), (56.8472326, 60.7106965), (56.8474005, 60.7103531), (56.8476889, 60.7104098), (56.8477367, 60.7107338), (56.8480468, 60.7105524), (56.8478572, 60.7099659), (56.8476, 60.7097284), (56.8474899, 60.7092838)]",5509.62,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0
377,way/109749242,56.80723975,60.56530396666667,"[(56.8064136, 60.5651432), (56.8084818, 60.5677371), (56.8091823, 60.5659374), (56.806782, 60.5630709), (56.8061652, 60.564792), (56.8064136, 60.5651432)]",41539.71,2250,0,0.0,0.0,5,8290.36,0.7443,33,515218.93,0.7263,0.7266,523509.29
378,way/110750302,56.85241538,60.64524772,"[(56.8524194, 60.644724), (56.8520597, 60.6452895), (56.8524094, 60.6460333), (56.852769, 60.6454678), (56.8524194, 60.644724)]",3160.89,0,3,10429.0,0.4968,3,29708.79,0.7052,23,162790.68,0.6742,0.6696,202928.46
379,way/110858991,56.914653533333336,60.65437355,"[(56.914453, 60.6539677), (56.9145402, 60.6543989), (56.914786, 60.6554065), (56.9149542, 60.6546857), (56.9147348, 60.6538148), (56.914453, 60.6539677)]",2642.39,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0
380,way/110858998,56.91430175555556,60.65488728888889,"[(56.9142205, 60.6540078), (56.9137937, 60.6543119), (56.9140407, 60.6548346), (56.9142703, 60.6557873), (56.9145983, 60.656371), (56.91487, 60.6561564), (56.914406, 60.6542148), (56.9142958, 60.654294), (56.9142205, 60.6540078)]",7338.29,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0
381,way/110859006,56.91458764,60.65109801999999,"[(56.9144048, 60.6507903), (56.9146491, 60.6517925), (56.9149204, 60.6514863), (56.9145591, 60.6506307), (56.9144048, 60.6507903)]",1819.14,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0
382,way/110859025,56.91394404545454,60.65149496363636,"[(56.9134798, 60.6505967), (56.9135789, 60.65098), (56.9136639, 60.6510362), (56.9136137, 60.651118), (56.9137072, 60.6514476), (56.91377, 60.651652), (56.9140796, 60.6527686), (56.9142121, 60.6527175), (56.9142051, 60.6526459), (56.9141577, 60.6526638), (56.914127, 60.652255), (56.9143056, 60.652025), (56.9142107, 60.6516469), (56.9140489, 60.6517286), (56.9139652, 60.6516034), (56.9139597, 60.6515038), (56.9143544, 60.6512508), (56.9142372, 60.6508727), (56.9139987, 60.6508139), (56.9139387, 60.6506453), (56.9136751, 60.6503208), (56.9134798, 60.6505967)]",6097.46,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0
383,way/110859026,56.91433568,60.652853760000006,"[(56.9144377, 60.6526821), (56.9141191, 60.6528888), (56.9141777, 60.653106), (56.9145062, 60.6529098), (56.9144377, 60.6526821)]",575.04,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0
384,way/110873228,56.885217427777775,60.683042783333335,"[(56.8850584, 60.682083), (56.8850389, 60.6821608), (56.8850171, 60.6822382), (56.8849791, 60.6823902), (56.8849186, 60.682616), (56.884691, 60.6837258), (56.8849709, 60.683997), (56.8853437, 60.6842053), (56.8854036, 60.6841642), (56.8854979, 60.6836709), (56.8855742, 60.6837367), (56.8856176, 60.6835449), (56.8855338, 60.6834627), (56.8855757, 60.6831038), (56.8851626, 60.6827503), (56.8851975, 60.6825731), (56.8852747, 60.6822642), (56.8850584, 60.682083)]",7224.54,0,1,5584.44,0.4546,0,0.0,0.0,0,0.0,0.0,0.4546,5584.44
385,way/110876006,56.88302915,60.68764228333333,"[(56.8834191, 60.6874528), (56.8833053, 60.6873733), (56.882494, 60.6870719), (56.8824865, 60.6878336), (56.8830509, 60.6886693), (56.8834191, 60.6874528)]",5879.02,0,0,0.0,0.0,1,5584.44,0.4546,0,0.0,0.0,0.4546,5584.44
386,way/110876017,56.88394441111112,60.68511774444445,"[(56.8842664, 60.6848331), (56.8839266, 60.6845673), (56.8837799, 60.6844385), (56.8835988, 60.6849482), (56.8834925, 60.6854825), (56.8839835, 60.6859181), (56.8840958, 60.6855537), (56.8840898, 60.6854852), (56.8842664, 60.6848331)]",4473.07,0,0,0.0,0.0,1,5584.44,0.4546,0,0.0,0.0,0.4546,5584.44
387,way/110884793,56.87253495555555,60.67575326666666,"[(56.8739471, 60.6756666), (56.8723762, 60.6751321), (56.8718052, 60.6749787), (56.8717284, 60.6754557), (56.8716602, 60.6760139), (56.8717646, 60.6760356), (56.8717616, 60.6761183), (56.8738242, 60.6767119), (56.8739471, 60.6756666)]",16588.73,100,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0
388,way/111119468,56.92298194285714,60.47500517142857,"[(56.9232707, 60.4743023), (56.9231301, 60.4743023), (56.9225615, 60.4756424), (56.922515, 60.4757672), (56.9227144, 60.4759465), (56.9234112, 60.4747732), (56.9232707, 60.4743023)]",3849.1,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0
389,way/111518940,56.84336744,60.56425648,"[(56.8434736, 60.5636799), (56.8430715, 60.5639112), (56.8431822, 60.5651131), (56.8436363, 60.5648983), (56.8434736, 60.5636799)]",3727.89,50,0,0.0,0.0,1,1256.24,0.6279,14,149156.44,0.6686,0.6683,150412.68
390,way/111664139,56.78387815999999,60.63872335999999,"[(56.7839606, 60.6374098), (56.7832688, 60.6380005), (56.7837801, 60.6404466), (56.7844207, 60.6403501), (56.7839606, 60.6374098)]",13348.3,0,0,0.0,0.0,0,0.0,0.0,5,33969.84,0.7218,0.7218,33969.84
391,way/111697025,56.83405183333333,60.56994261111111,"[(56.8348854, 60.5681092), (56.8329144, 60.5678422), (56.8328565, 60.5698873), (56.8328019, 60.5712948), (56.8337966, 60.5713862), (56.8347007, 60.5714256), (56.8348019, 60.5712506), (56.8348237, 60.5701784), (56.8348854, 60.5681092)]",45720.15,1425,0,0.0,0.0,10,82576.06,0.3611,6,107684.36,0.6618,0.5313,190260.42
392,way/112673269,56.86675904444444,60.73078942222222,"[(56.8672393, 60.7310343), (56.8668175, 60.7305289), (56.8665004, 60.7300875), (56.8663228, 60.7298696), (56.8662209, 60.7303291), (56.8664559, 60.7308508), (56.8669435, 60.731793), (56.8670918, 60.7315773), (56.8672393, 60.7310343)]",5378.86,0,1,2607.3,0.6154,0,0.0,0.0,0,0.0,0.0,0.6154,2607.3
393,way/112677992,56.90870735000001,60.71843281666667,"[(56.9089334, 60.7181011), (56.90874, 60.7180367), (56.9082246, 60.7178812), (56.9083886, 60.7193242), (56.9090241, 60.7191526), (56.9089334, 60.7181011)]",5677.05,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0
394,way/112944072,56.86537926818182,60.734888354545454,"[(56.8664177, 60.7353152), (56.8664484, 60.7333766), (56.8661527, 60.7333678), (56.8661662, 60.7321409), (56.8657436, 60.73213), (56.8642853, 60.7321373), (56.8638755, 60.7321409), (56.8638766, 60.7324714), (56.863385, 60.7324591), (56.8631669, 60.7347817), (56.865028, 60.7347234), (56.865027, 60.7357602), (56.8650252, 60.7364422), (56.8649966, 60.7365498), (56.8649885, 60.737569), (56.8653339, 60.7375818), (56.8653566, 60.7372795), (56.866767, 60.7373339), (56.8667621, 60.736678), (56.8665504, 60.7366734), (56.866573, 60.7353165), (56.8664177, 60.7353152)]",80298.07,0,1,2607.3,0.6154,0,0.0,0.0,0,0.0,0.0,0.6154,2607.3
395,way/113788453,56.88441973181818,60.72419007272727,"[(56.8829658, 60.7238931), (56.8830716, 60.7241989), (56.8832471, 60.7243416), (56.883325, 60.7245914), (56.8835033, 60.725152), (56.8847734, 60.7258407), (56.8849179, 60.7257178), (56.8848065, 60.7253202), (56.8837622, 60.7245506), (56.884102, 60.7236127), (56.8845531, 60.7230011), (56.8853829, 60.7253737), (56.8855001, 60.7252334), (56.8855557, 60.7251669), (56.8851811, 60.7240741), (56.8851544, 60.7239961), (56.8851988, 60.7239479), (56.8848537, 60.722838), (56.8848334, 60.7227728), (56.8848762, 60.7226462), (56.8847041, 60.7220193), (56.8829658, 60.7238931)]",23019.25,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0
396,way/113788465,56.88265655,60.722285975,"[(56.8828266, 60.7215712), (56.8825754, 60.7218848), (56.8824372, 60.7219827), (56.882239, 60.7220642), (56.882057, 60.7222404), (56.8828963, 60.7237434), (56.8833943, 60.7232299), (56.8828266, 60.7215712)]",9440.23,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0
397,way/113788467,56.882619,60.724812885714286,"[(56.8828531, 60.7250501), (56.8828878, 60.7248626), (56.8827458, 60.7246743), (56.882519, 60.7243587), (56.8821615, 60.7247548), (56.8823127, 60.7249396), (56.8828531, 60.7250501)]",1857.39,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0
398,way/113788469,56.87977294545454,60.72131016363637,"[(56.8802895, 60.7213955), (56.879852, 60.7207312), (56.8795812, 60.720791), (56.8793001, 60.7208121), (56.879256, 60.7208822), (56.8792501, 60.7209554), (56.8796753, 60.7223364), (56.879885, 60.722057), (56.8798673, 60.7216408), (56.8802564, 60.7214147), (56.8802895, 60.7213955)]",5630.32,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0
399,way/113788470,56.88400018666666,60.7205104,"[(56.8840473, 60.7190494), (56.8839878, 60.7189935), (56.8835787, 60.7194715), (56.8834076, 60.7197029), (56.8834034, 60.7197831), (56.8837035, 60.7206665), (56.8839407, 60.721441), (56.884168, 60.7222185), (56.8842101, 60.7222594), (56.8842523, 60.7222806), (56.8845762, 60.7219417), (56.8843539, 60.7210114), (56.884187, 60.7201628), (56.884139, 60.7196243), (56.8840473, 60.7190494)]",11477.87,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0
400,way/113788481,56.88206838,60.72310587,"[(56.8819753, 60.7223198), (56.8815521, 60.7225992), (56.8815038, 60.7228501), (56.8818843, 60.7235855), (56.8821333, 60.7239988), (56.8823858, 60.7242542), (56.8828416, 60.7237659), (56.8824244, 60.723014), (56.8820079, 60.7223514), (56.8819753, 60.7223198)]",8541.08,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0
401,way/113792108,56.687227918,60.481238836,"[(56.6766428, 60.4761091), (56.6841445, 60.5008573), (56.6841835, 60.5009277), (56.6848056, 60.5020491), (56.6852281, 60.5025941), (56.6856254, 60.5030906), (56.6871406, 60.5045044), (56.6882571, 60.5030358), (56.6885176, 60.5026226), (56.6887229, 60.5022774), (56.6896977, 60.5013307), (56.6892613, 60.5003333), (56.689085, 60.4973074), (56.6895015, 60.4960931), (56.690631, 60.4948581), (56.692167, 60.4945689), (56.694497, 60.4947041), (56.6946826, 60.4889565), (56.6952024, 60.4836485), (56.6950817, 60.4824821), (56.6950725, 60.481958), (56.6962606, 60.4753822), (56.6957222, 60.4749934), (56.695192, 60.4742755), (56.6941628, 60.4713927), (56.6931603, 60.4709701), (56.6923527, 60.4703277), (56.6908024, 60.4686541), (56.6901061, 60.4674877), (56.6896513, 60.4667439), (56.6886208, 60.4660677), (56.6879802, 60.4660677), (56.6860772, 60.4675799), (56.6860491, 60.4675722), (56.6854177, 60.4684006), (56.6843303, 60.469307), (56.6839062, 60.4695691), (56.6836769, 60.4697676), (56.6834427, 60.469921), (56.6831501, 60.4701082), (56.6828481, 60.4702805), (56.6824741, 60.4705595), (56.6819546, 60.4709471), (56.6812517, 60.4714716), (56.680769, 60.4718318), (56.6804966, 60.4720351), (56.6802064, 60.4722619), (56.679464, 60.4728421), (56.6770792, 60.474706), (56.6766428, 60.4761091)]",3079211.36,50,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0
402,way/113795034,56.73461877999999,60.59911222000001,"[(56.7354777, 60.5987334), (56.7343328, 60.59775), (56.7328418, 60.5993342), (56.7349639, 60.6010101), (56.7354777, 60.5987334)]",30575.37,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0
403,way/113931159,56.93911218823529,60.62165168235294,"[(56.9376588, 60.6226309), (56.9378688, 60.6227532), (56.9381346, 60.622878), (56.9383117, 60.6213671), (56.939487, 60.622131), (56.9408355, 60.6230065), (56.9409057, 60.6228005), (56.9415617, 60.6230666), (56.9417555, 60.6221363), (56.94121, 60.621762), (56.9393465, 60.6202771), (56.9385178, 60.6196677), (56.9379254, 60.6194169), (56.9378636, 60.6199065), (56.9379395, 60.6206451), (56.9379263, 60.6210023), (56.9376588, 60.6226309)]",45534.56,250,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0
404,way/113931162,56.93757060769231,60.62098583076923,"[(56.9376225, 60.6224311), (56.9377249, 60.6218136), (56.9377645, 60.6213232), (56.9378272, 60.6208752), (56.9378372, 60.6204454), (56.9377612, 60.6197976), (56.9377876, 60.6193677), (56.9375298, 60.6192815), (56.9374276, 60.6197128), (56.9372258, 60.6210556), (56.9371072, 60.6220497), (56.9371799, 60.6222313), (56.9376225, 60.6224311)]",10072.99,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0
405,way/113931167,56.93895541818181,60.61732286363636,"[(56.9381083, 60.6169918), (56.9386058, 60.6176081), (56.938663, 60.6176133), (56.9387461, 60.6174716), (56.9388578, 60.6174453), (56.9398602, 60.6183431), (56.9400292, 60.6181383), (56.9402169, 60.6175095), (56.938839, 60.6160707), (56.938475, 60.616368), (56.9381083, 60.6169918)]",15128.92,275,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0
406,way/113931173,56.93776386666667,60.62414481666667,"[(56.9381326, 60.6231187), (56.9375498, 60.6228065), (56.9371504, 60.6255443), (56.9376979, 60.6257805), (56.9379199, 60.6245002), (56.9381326, 60.6231187)]",11234.71,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0
407,way/114505017,56.7923354,60.46575633571428,"[(56.7924187, 60.4640782), (56.7919932, 60.4640967), (56.791946, 60.4652537), (56.791841, 60.4664146), (56.7916651, 60.4672846), (56.7919164, 60.4673758), (56.7923819, 60.4673954), (56.7925982, 60.4673973), (56.7926427, 60.4665479), (56.7927663, 60.4664118), (56.7928787, 60.4650398), (56.7927979, 60.464636), (56.7924308, 60.4645787), (56.7924187, 60.4640782)]",18528.22,100,0,0.0,0.0,0,0.0,0.0,1,12581.99,0.504,0.504,12581.99
408,way/114505020,56.793343881818174,60.46599728181818,"[(56.7938651, 60.4657365), (56.7939418, 60.4656136), (56.7933984, 60.464956), (56.7933434, 60.4648081), (56.7930316, 60.4648092), (56.7930115, 60.4661434), (56.7928964, 60.4666246), (56.7928518, 60.4667463), (56.7927559, 60.4674003), (56.7938217, 60.4673956), (56.7938651, 60.4657365)]",14589.52,0,0,0.0,0.0,1,12581.99,0.504,0,0.0,0.0,0.504,12581.99
409,way/114506970,56.80503974117647,60.496796347058826,"[(56.8050637, 60.4977661), (56.8052326, 60.4971009), (56.8053559, 60.4969588), (56.8057935, 60.496822), (56.8060241, 60.4966611), (56.8058723, 60.4961209), (56.8053916, 60.4956992), (56.8052629, 60.4962108), (56.8042136, 60.4961148), (56.8040064, 60.4970419), (56.8045233, 60.4974335), (56.8047362, 60.4965511), (56.8048596, 60.4964894), (56.804886, 60.4966235), (56.8047832, 60.4967228), (56.804607, 60.497455), (56.8050637, 60.4977661)]",13830.95,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0
410,way/114699792,56.87158121818182,60.28867471818182,"[(56.8719007, 60.2939288), (56.8720624, 60.2906514), (56.8721943, 60.2860817), (56.8717092, 60.2859804), (56.8717475, 60.2853966), (56.8717773, 60.2848594), (56.8711732, 60.2846959), (56.8711987, 60.2856379), (56.8709817, 60.2905502), (56.8707477, 60.2937108), (56.8719007, 60.2939288)]",61936.53,275,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0
411,way/114699826,56.87571706999999,60.28335246,"[(56.8771076, 60.2838011), (56.8756811, 60.2833938), (56.8758093, 60.2825805), (56.8749028, 60.282335), (56.8746763, 60.2822869), (56.8745124, 60.2831295), (56.8743945, 60.2837292), (56.8759105, 60.284065), (56.8770686, 60.2844025), (56.8771076, 60.2838011)]",17808.15,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0
412,way/114699845,56.86299770769232,60.29903544615384,"[(56.8637231, 60.2985263), (56.8631488, 60.2977839), (56.8630684, 60.2975598), (56.8623371, 60.2974268), (56.8623333, 60.2983022), (56.8624826, 60.2994718), (56.8625554, 60.3000391), (56.8626166, 60.3002843), (56.8627238, 60.3004734), (56.8628272, 60.3004804), (56.8637575, 60.299766), (56.8636733, 60.2988205), (56.8637231, 60.2985263)]",21136.77,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0
413,way/114699876,56.86090158333334,60.28854906111111,"[(56.8589916, 60.2852054), (56.8596356, 60.287874), (56.8612481, 60.293062), (56.8613788, 60.2929171), (56.8614877, 60.2924771), (56.8615484, 60.292258), (56.8620615, 60.2916767), (56.8625171, 60.2915857), (56.8624865, 60.2912005), (56.862073, 60.2902479), (56.8614489, 60.2880838), (56.8607176, 60.2858916), (56.8611349, 60.2854854), (56.8610928, 60.2850442), (56.8604687, 60.2850792), (56.8598638, 60.2854784), (56.8590819, 60.2851107), (56.8589916, 60.2852054)]",81122.88,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0
414,way/114699893,56.87076635999999,60.28756484,"[(56.8710935, 60.2856161), (56.8705801, 60.2855094), (56.8702184, 60.2904838), (56.8708463, 60.2905988), (56.8710935, 60.2856161)]",19522.18,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0
415,way/116003942,56.68203539444445,60.50679427222222,"[(56.6844846, 60.5027521), (56.6826356, 60.5033483), (56.6808223, 60.5023881), (56.6807087, 60.5025491), (56.6807908, 60.5028939), (56.6810434, 60.5030778), (56.6801972, 60.5063311), (56.6803235, 60.5069058), (56.6808097, 60.5077795), (56.6812075, 60.5089405), (56.6811444, 60.5094233), (56.6819021, 60.5105269), (56.6819716, 60.5113086), (56.6823062, 60.5126421), (56.6829313, 60.5119868), (56.6841878, 60.5123478), (56.6846858, 60.5043431), (56.6844846, 60.5027521)]",216890.86,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0
