,quarter_id,lat,lon,coordinates,area,population,great_parks_count,great_parks_area,great_parks_ndvi,good_parks_count,good_parks_area,good_parks_ndvi,ok_parks_count,ok_parks_area,ok_parks_ndvi,general_ndvi,general_area
0,relation/1566444,56.90938203,60.60178607,"[(56.9095127, 60.6013431), (56.9094715, 60.6012413), (56.9090569, 60.601831), (56.9090906, 60.601925), (56.9091544, 60.6019039), (56.9092808, 60.6022269), (56.9093556, 60.602403), (56.9097572, 60.6019753), (56.9096279, 60.6016681), (56.9095127, 60.6013431)]",2711.53,100,0,0.0,0.0,9,20510.88,0.651,55,69625.1,0.6328,0.6369,90135.98
1,relation/1570793,56.91213246315789,60.593418878947375,"[(56.9119194, 60.5919833), (56.9120294, 60.5921363), (56.9120587, 60.592177), (56.9120033, 60.5923192), (56.9118745, 60.59265), (56.9114984, 60.5936156), (56.9114186, 60.5938206), (56.9113755, 60.5939393), (56.9112359, 60.5943236), (56.9115302, 60.5947445), (56.9121826, 60.5956778), (56.9128553, 60.5964111), (56.9128719, 60.5963616), (56.9136967, 60.5940042), (56.91345, 60.593545), (56.9127814, 60.5922576), (56.9120234, 60.5912024), (56.9117922, 60.5918063), (56.9119194, 60.5919833)]",44215.77,3525,0,0.0,0.0,9,7574.55,0.6078,20,21452.04,0.6471,0.6369,29026.6
2,relation/1842698,56.745496640909096,60.70988577727273,"[(56.7456203, 60.7092277), (56.7453474, 60.7095427), (56.7452311, 60.7096562), (56.7450477, 60.709836), (56.7450162, 60.7098669), (56.7449994, 60.7101462), (56.744984, 60.7104491), (56.744986, 60.7105224), (56.7450085, 60.7105733), (56.7450473, 60.7105895), (56.7452824, 60.7105423), (56.7456051, 60.7105037), (56.7456494, 60.710444), (56.7459481, 60.7103749), (56.7459416, 60.7103148), (56.7459156, 60.7099511), (56.7459544, 60.7094166), (56.7459542, 60.7092277), (56.7459344, 60.7091715), (56.7459378, 60.7090019), (56.7458949, 60.7089009), (56.7456203, 60.7092277)]",7077.25,550,1,925.66,0.6361,6,9751.83,0.6602,6,49150.19,0.6686,0.6667,59827.68
3,relation/2019135,56.88378993913044,60.55875065217391,"[(56.8803891, 60.5576003), (56.8830425, 60.5602785), (56.8831314, 60.5603661), (56.8837681, 60.5609937), (56.8837888, 60.5609363), (56.8840119, 60.5602256), (56.8841862, 60.5604088), (56.8843706, 60.5606027), (56.8845797, 60.5608003), (56.8844658, 60.5611674), (56.8842629, 60.5609531), (56.8841238, 60.5613998), (56.885575, 60.5628371), (56.8874501, 60.5567064), (56.8850184, 60.5542362), (56.8848092, 60.55404), (56.8822607, 60.551471), (56.8803891, 60.5576003), (56.8832079, 60.5581415), (56.8836301, 60.5567679), (56.8839608, 60.5571084), (56.8835386, 60.5584821), (56.8832079, 60.5581415)]",275464.78,0,0,0.0,0.0,0,0.0,0.0,2,1210.69,0.6332,0.6332,1210.69
4,relation/2211568,56.723925910000006,60.64412651,"[(56.7227991, 60.6419761), (56.722637, 60.6425381), (56.7225748, 60.6462691), (56.7259369, 60.6482038), (56.7263441, 60.6459945), (56.7256623, 60.6455371), (56.724453, 60.6447399), (56.7231383, 60.641842), (56.7229145, 60.6421884), (56.7227991, 60.6419761)]",77836.65,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0
5,relation/2211569,56.72504994545454,60.641746963636365,"[(56.7254935, 60.6394542), (56.7253931, 60.6397022), (56.7247274, 60.6408228), (56.7238123, 60.6408783), (56.7234683, 60.641393), (56.7245576, 60.6439631), (56.7248597, 60.6443579), (56.7258309, 60.6449541), (56.7260032, 60.6443549), (56.7259099, 60.6398819), (56.7254935, 60.6394542)]",55472.0,100,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0
6,relation/3157962,56.78236449,60.877664305,"[(56.7826123, 60.8817983), (56.7830158, 60.881312), (56.7833715, 60.8809845), (56.7837271, 60.880657), (56.7844237, 60.8814026), (56.7849535, 60.8815826), (56.7854435, 60.8816537), (56.7855208, 60.8814637), (56.7853721, 60.8811895), (56.7853246, 60.8810891), (56.7855714, 60.880671), (56.785503, 60.880443), (56.7853751, 60.8803615), (56.7852056, 60.8803398), (56.785045, 60.8803724), (56.7848903, 60.8804158), (56.7848339, 60.8799499), (56.7850301, 60.8796557), (56.785155, 60.8794819), (56.7852591, 60.8794656), (56.7854197, 60.8796068), (56.785503, 60.8793625), (56.7859193, 60.8797332), (56.7859841, 60.8795448), (56.7866345, 60.8801644), (56.7868887, 60.8789694), (56.7882723, 60.879978), (56.7882915, 60.8798087), (56.7885831, 60.8798483), (56.7887392, 60.8796384), (56.7890869, 60.8790086), (56.7892293, 60.8781188), (56.7889445, 60.8778689), (56.7889171, 60.8776289), (56.7890034, 60.8771402), (56.7892533, 60.8772204), (56.7893206, 60.8771496), (56.7893287, 60.8767745), (56.7891564, 60.8765709), (56.7892221, 60.876231), (56.7895945, 60.8755312), (56.789704, 60.8752013), (56.7895616, 60.8747514), (56.7900161, 60.8727619), (56.7897666, 60.8724994), (56.7906269, 60.8662525), (56.789836, 60.8658813), (56.7898484, 60.8654114), (56.7892252, 60.8652359), (56.7889312, 60.8658126), (56.7879296, 60.8683038), (56.7876517, 60.8688998), (56.7875265, 60.8697903), (56.7872093, 60.8696), (56.7865525, 60.8709598), (56.7866303, 60.8712882), (56.7865339, 60.8719481), (56.7869944, 60.8723565), (56.7868859, 60.8726519), (56.7871267, 60.8728197), (56.7871243, 60.8731002), (56.7871511, 60.8733484), (56.7872193, 60.8738052), (56.7870601, 60.874096), (56.7868508, 60.8741458), (56.7868735, 60.8745279), (56.7866688, 60.8748356), (56.7863525, 60.8751862), (56.7858662, 60.87547), (56.7857858, 60.8759148), (56.7849948, 60.8753879), (56.7848786, 60.8753384), (56.7851109, 60.8745936), (56.7852697, 60.8741316), (56.7853156, 60.8736195), (56.7854883, 60.8727606), (56.7851627, 60.8726506), (56.7849161, 60.8723511), (56.78502, 60.8721222), (56.7852204, 60.8719285), (56.7852119, 60.8713905), (56.7845322, 60.8708883), (56.7845113, 60.8699909), (56.7849488, 60.8696988), (56.784975, 60.8679047), (56.7845732, 60.8677754), (56.7845379, 60.8676665), (56.7845948, 60.8675749), (56.78482, 60.8668026), (56.7850311, 60.8656356), (56.7843724, 60.8652377), (56.7841421, 60.863651), (56.7837143, 60.8635513), (56.7836009, 60.8634631), (56.7834917, 60.8629772), (56.7827869, 60.8634071), (56.7830131, 60.8655627), (56.783243, 60.8657391), (56.7827638, 60.8659548), (56.7827187, 60.8657433), (56.7823615, 60.8660781), (56.7821234, 60.8661897), (56.7820011, 60.8660664), (56.7818531, 60.8670708), (56.7817114, 60.8671546), (56.7815343, 60.8670458), (56.7814019, 60.8679168), (56.7813279, 60.8679365), (56.7812472, 60.8684214), (56.7811021, 60.8688948), (56.7810717, 60.869097), (56.7812482, 60.8692676), (56.7814203, 60.8692977), (56.7817327, 60.8694618), (56.7820335, 60.8696197), (56.7821134, 60.8698063), (56.7820308, 60.8704086), (56.7823603, 60.8705661), (56.7827312, 60.8707434), (56.7833645, 60.8710461), (56.7836457, 60.8712232), (56.7831392, 60.8733803), (56.7825179, 60.8756396), (56.7826501, 60.8759875), (56.7826006, 60.8760935), (56.7826059, 60.8765119), (56.7819526, 60.8786326), (56.7816516, 60.8796447), (56.7815049, 60.879814), (56.7812792, 60.8786826), (56.7815792, 60.8778226), (56.7817471, 60.8775602), (56.7819183, 60.8773582), (56.7810463, 60.876519), (56.7805725, 60.8754296), (56.7805257, 60.8754843), (56.7799926, 60.8761505), (56.7798168, 60.8765476), (56.7797356, 60.876528), (56.7796429, 60.8765087), (56.7792914, 60.8776655), (56.7789432, 60.8773712), (56.7786349, 60.8783564), (56.780002, 60.8797675), (56.7795583, 60.880925), (56.7792969, 60.8812047), (56.7791124, 60.881004), (56.7789682, 60.8815468), (56.7788307, 60.8818762), (56.7786456, 60.8821163), (56.7785149, 60.8825453), (56.7787549, 60.8827222), (56.7789294, 60.883137), (56.7788393, 60.8834169), (56.7787228, 60.8837045), (56.7785213, 60.8843524), (56.7783607, 60.884345), (56.7783096, 60.8842088), (56.77521, 60.8830313), (56.77526, 60.8826237), (56.7750319, 60.8824643), (56.7747699, 60.8826288), (56.7742065, 60.8825877), (56.7725414, 60.8819425), (56.7725323, 60.882527), (56.7724807, 60.8828472), (56.7720961, 60.882985), (56.7718435, 60.8835612), (56.7714699, 60.88528), (56.7713437, 60.8864515), (56.7713489, 60.8878535), (56.7712753, 60.8884969), (56.7709214, 60.8898386), (56.7706475, 60.8905784), (56.7724553, 60.892178), (56.7729048, 60.8905205), (56.7717254, 60.8886988), (56.7720436, 60.8875725), (56.7726578, 60.8881398), (56.7730649, 60.8873294), (56.7766896, 60.8886501), (56.7768794, 60.8882378), (56.7771239, 60.8875109), (56.7772312, 60.8876712), (56.7773491, 60.8879515), (56.7774207, 60.8878416), (56.7776045, 60.8868242), (56.7778213, 60.8873734), (56.7781141, 60.8875014), (56.778483, 60.8874757), (56.7790492, 60.8875009), (56.7793149, 60.887334), (56.7794385, 60.8871285), (56.7796646, 60.887216), (56.7797497, 60.8867192), (56.7792513, 60.8864333), (56.779272, 60.8854276), (56.7790338, 60.8853157), (56.7792443, 60.8839755), (56.7794607, 60.8837455), (56.7798523, 60.8831257), (56.7803745, 60.8836699), (56.7801711, 60.8844574), (56.7799629, 60.8853438), (56.7805139, 60.8855463), (56.7808179, 60.8845416), (56.780533, 60.8842566), (56.78067, 60.8839317), (56.7806876, 60.8838753), (56.781228, 60.8821444), (56.7814164, 60.8827212), (56.7814043, 60.8831618), (56.7815926, 60.8837555), (56.7817402, 60.8840464), (56.7818764, 60.8839677), (56.7821132, 60.883247), (56.7826123, 60.8817983), (56.784203, 60.8772245), (56.7842855, 60.8775361), (56.7840756, 60.8788016), (56.7839059, 60.8796961), (56.7837816, 60.879294), (56.7833214, 60.8793205), (56.7830742, 60.8799323), (56.7829294, 60.8807476), (56.7821725, 60.8799364), (56.782103, 60.8796756), (56.7821442, 60.8793894), (56.7824011, 60.8794784), (56.7825762, 60.8796484), (56.7827364, 60.8796552), (56.7827774, 60.8791588), (56.7828072, 60.8785943), (56.782714, 60.8783223), (56.7826321, 60.8781591), (56.7827362, 60.8777271), (56.7828726, 60.8772891), (56.7833274, 60.8778902), (56.7835778, 60.8767545), (56.784203, 60.8772245)]",994359.65,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0
7,relation/3434352,56.90018455714285,60.575045714285714,"[(56.8995913, 60.574962), (56.9012676, 60.5771149), (56.9016839, 60.5760548), (56.8999968, 60.5739053), (56.8997817, 60.5736313), (56.8993793, 60.5746897), (56.8995913, 60.574962)]",20356.68,0,2,5603.45,0.5869,26,15288.46,0.5235,39,45075.0,0.5858,0.5715,65966.91
8,relation/3434353,56.90012147777778,60.57702336666667,"[(56.9010389, 60.5777216), (56.9011745, 60.5773692), (56.899459, 60.5751873), (56.899282, 60.5749623), (56.8987189, 60.5764571), (56.8989293, 60.5767252), (56.900601, 60.5788554), (56.9008508, 60.5782106), (56.9010389, 60.5777216)]",28358.72,175,2,5603.45,0.5869,25,15055.34,0.5227,39,43913.01,0.5944,0.577,64571.79
9,relation/3434354,56.90037171428571,60.57341485714286,"[(56.9000662, 60.5737327), (56.9007254, 60.5745695), (56.9011332, 60.5734612), (56.9004888, 60.5726149), (56.9002743, 60.5723358), (56.8998479, 60.5734572), (56.9000662, 60.5737327)]",9736.5,0,2,5603.45,0.5869,20,13287.85,0.5105,34,38228.52,0.573,0.5599,57119.82
10,relation/3434355,56.90116021428571,60.572511142857145,"[(56.9005588, 60.5724533), (56.9022349, 60.5745917), (56.9026756, 60.573484), (56.9009668, 60.5713245), (56.9007776, 60.5710855), (56.900349, 60.5721857), (56.9005588, 60.5724533)]",21257.05,0,1,1889.97,0.5138,14,12325.91,0.5409,27,20618.32,0.5568,0.5488,34834.21
11,relation/3467899,56.86311531538461,60.61913905384616,"[(56.8637805, 60.6207214), (56.8638448, 60.6208952), (56.8639392, 60.6207848), (56.8633674, 60.6191981), (56.8619197, 60.6152089), (56.861717, 60.6153441), (56.8614607, 60.6153323), (56.8621998, 60.61736), (56.8635319, 60.6210146), (56.8636393, 60.6208927), (56.8635886, 60.6207528), (56.8637297, 60.6205814), (56.8637805, 60.6207214)]",18622.59,125,0,0.0,0.0,1,297.88,0.1224,6,14682.29,0.6102,0.6005,14980.17
12,relation/3792647,56.90244802,60.5711107,"[(56.9034945, 60.5713001), (56.9016159, 60.5688953), (56.9008725, 60.5708272), (56.9027627, 60.5732308), (56.9034945, 60.5713001)]",36726.23,0,0,0.0,0.0,3,5757.73,0.5786,35,23928.42,0.5326,0.5415,29686.16
13,relation/3792649,56.90363463999999,60.57571898,"[(56.9041945, 60.5771163), (56.9046187, 60.5759328), (56.9027988, 60.5736564), (56.9023667, 60.5747731), (56.9041945, 60.5771163)]",20942.19,50,0,0.0,0.0,6,3961.71,0.5774,48,41068.28,0.5816,0.5812,45029.99
14,relation/3792650,56.90263555714286,60.57796331904762,"[(56.9034942, 60.5788822), (56.9036364, 60.5785091), (56.9034226, 60.5782388), (56.9033159, 60.5781039), (56.903131, 60.5778702), (56.9029604, 60.5776546), (56.9027961, 60.5774469), (56.9024605, 60.5770226), (56.9022763, 60.5767898), (56.9020897, 60.576554), (56.9018129, 60.576204), (56.9015261, 60.5769452), (56.9013983, 60.5772754), (56.901686, 60.577644), (56.9020568, 60.5781192), (56.9023884, 60.5785442), (56.9025479, 60.5787485), (56.9027256, 60.5789761), (56.9029096, 60.5792119), (56.9032178, 60.5796069), (56.9034942, 60.5788822)]",19957.76,200,0,0.0,0.0,11,8705.19,0.599,45,37855.91,0.5763,0.5806,46561.11
15,relation/3792651,56.9023254625,60.579677975,"[(56.9025591, 60.5812864), (56.9030927, 60.5798752), (56.9029556, 60.5797006), (56.9027681, 60.5794535), (56.9026418, 60.5792833), (56.9013019, 60.5775244), (56.9007254, 60.579014), (56.9025591, 60.5812864)]",26530.09,100,0,0.0,0.0,16,7882.68,0.5744,49,51298.39,0.5938,0.5912,59181.07
16,relation/3792652,56.9052943,60.5753908625,"[(56.9049928, 60.576073), (56.9054316, 60.5765912), (56.9061661, 60.5747087), (56.9055667, 60.573894), (56.9053371, 60.5745189), (56.9050246, 60.5753827), (56.9048427, 60.5758854), (56.9049928, 60.576073)]",11601.11,100,0,0.0,0.0,0,0.0,0.0,45,36210.37,0.5806,0.5806,36210.37
17,relation/3792653,56.90460330833333,60.57404880833334,"[(56.9045402, 60.5754711), (56.9047122, 60.5756876), (56.9048073, 60.5754382), (56.905216, 60.5743353), (56.904827, 60.573881), (56.9049692, 60.5734831), (56.9050209, 60.5733429), (56.9050327, 60.5733101), (56.9050421, 60.5732839), (56.9036346, 60.5714795), (56.9028973, 60.5734019), (56.9045402, 60.5754711)]",32533.79,25,0,0.0,0.0,0,0.0,0.0,45,35988.22,0.579,0.579,35988.22
18,relation/4239847,56.908126216666666,60.587087625,"[(56.9081241, 60.58642), (56.9080381, 60.5863052), (56.9080041, 60.5862618), (56.9074953, 60.5875467), (56.907995, 60.5881666), (56.9080825, 60.5882756), (56.9081751, 60.5883981), (56.908581, 60.5873593), (56.9085536, 60.5869567), (56.9081872, 60.5864885), (56.9081545, 60.586453), (56.9081241, 60.58642)]",8649.88,400,4,2911.35,0.6211,18,18532.74,0.6557,21,26522.82,0.6134,0.6302,47966.92
19,relation/10642694,56.90016286,60.62324864,"[(56.9007205, 60.6202139), (56.8978157, 60.6234014), (56.8993305, 60.6278577), (56.9022271, 60.6245563), (56.9007205, 60.6202139)]",119851.45,2725,2,2519.42,0.6343,14,46225.56,0.6806,43,78431.26,0.592,0.625,127176.24
20,relation/12726178,56.79754874375,60.60941209375,"[(56.7981508, 60.6087993), (56.7977576, 60.6086427), (56.7975171, 60.6084956), (56.7973102, 60.6088515), (56.7970934, 60.6089773), (56.7969696, 60.608982), (56.7969671, 60.6091462), (56.7967437, 60.6091291), (56.7966702, 60.6100649), (56.7966443, 60.6104262), (56.7978675, 60.6108294), (56.7979418, 60.6106515), (56.798098, 60.6103128), (56.7984663, 60.6093569), (56.7984315, 60.6091288), (56.7981508, 60.6087993)]",19432.13,800,1,2562.12,0.5429,2,65824.81,0.552,13,19689.54,0.4721,0.5339,88076.46
21,relation/12727180,56.791884815,60.60972921,"[(56.7915755, 60.6094938), (56.7914918, 60.6100069), (56.7914182, 60.6099792), (56.7912066, 60.611348), (56.7912589, 60.6113954), (56.7915748, 60.6116862), (56.7916381, 60.6117267), (56.7917907, 60.6115562), (56.7921701, 60.6108881), (56.7922667, 60.6106302), (56.7923573, 60.6102959), (56.7927544, 60.607726), (56.7924798, 60.6075757), (56.7924295, 60.6075463), (56.7923585, 60.6075048), (56.7921588, 60.6073882), (56.7918246, 60.6094237), (56.7916983, 60.6093796), (56.7916682, 60.6095395), (56.7915755, 60.6094938)]",21143.0,0,0,0.0,0.0,1,2562.12,0.5429,20,80222.62,0.5487,0.5485,82784.73
22,relation/12732504,56.79027654150944,60.47329516603774,"[(56.7858907, 60.4747152), (56.7867732, 60.4763837), (56.7869618, 60.4766547), (56.7886587, 60.4799656), (56.7908576, 60.4834094), (56.7922639, 60.4849803), (56.7947321, 60.4805791), (56.7939414, 60.4791896), (56.7950017, 60.4713633), (56.7938606, 60.4707952), (56.7937976, 60.4708198), (56.7937442, 60.4708648), (56.7936993, 60.4709257), (56.793667, 60.4709894), (56.7936335, 60.4710907), (56.7935244, 60.4716478), (56.7932929, 60.4721514), (56.7931671, 60.472945), (56.7928526, 60.4733219), (56.7926628, 60.4734725), (56.7924914, 60.4736745), (56.792274, 60.4743773), (56.7922446, 60.4745167), (56.7922072, 60.4746245), (56.791873, 60.4755186), (56.7914622, 60.4752495), (56.7914084, 60.4752143), (56.7912444, 60.4751069), (56.7912098, 60.4753822), (56.7911454, 60.4758762), (56.7908071, 60.4784112), (56.7907697, 60.4786816), (56.7902792, 60.4784403), (56.7890685, 60.4779151), (56.7898546, 60.4720996), (56.7893724, 60.4718739), (56.7893879, 60.471758), (56.7894389, 60.4703242), (56.78944, 60.4703083), (56.7890037, 60.4701071), (56.7893486, 60.4672274), (56.7885588, 60.4667115), (56.7887292, 60.4658827), (56.7884114, 60.4654962), (56.787346, 60.4639983), (56.7870155, 60.4657003), (56.7861097, 60.4703647), (56.7853045, 60.4700803), (56.7851622, 60.4701003), (56.7845817, 60.4721188), (56.7845993, 60.4722959), (56.7856336, 60.4742271), (56.7858907, 60.4747152)]",581752.37,5225,0,0.0,0.0,0,0.0,0.0,1,12581.99,0.504,0.504,12581.99
23,relation/12741399,56.79067300625,60.48976133125,"[(56.7889657, 60.4859812), (56.7878623, 60.4878954), (56.7876546, 60.4882354), (56.788168, 60.4891884), (56.78907, 60.4907683), (56.7891805, 60.4905597), (56.7893072, 60.4908133), (56.7906355, 60.4933149), (56.790817, 60.4936295), (56.7921808, 60.4961258), (56.7929451, 60.4946587), (56.7930167, 60.4935801), (56.7931246, 60.4924151), (56.7934676, 60.4917755), (56.7938314, 60.4910972), (56.7931184, 60.489766), (56.7924988, 60.4886091), (56.7924658, 60.4886775), (56.7914069, 60.4905692), (56.7909362, 60.4895516), (56.7907254, 60.4891848), (56.7905229, 60.4889739), (56.7903658, 60.4892126), (56.790216, 60.489078), (56.7901001, 60.4888759), (56.7903372, 60.4884325), (56.7900276, 60.4878771), (56.7898412, 60.4875429), (56.7902786, 60.4867911), (56.7899717, 60.4862133), (56.7895309, 60.4869874), (56.7889657, 60.4859812)]",167293.99,3675,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0
24,relation/12741405,56.789672995,60.48963101,"[(56.7901001, 60.4888759), (56.7903372, 60.4884325), (56.7900276, 60.4878771), (56.7898412, 60.4875429), (56.7895309, 60.4869874), (56.7889657, 60.4859812), (56.7878623, 60.4878954), (56.7876546, 60.4882354), (56.788168, 60.4891884), (56.78907, 60.4907683), (56.7891805, 60.4905597), (56.7893072, 60.4908133), (56.7906355, 60.4933149), (56.7906822, 60.4932317), (56.7914446, 60.4918742), (56.7907698, 60.4906625), (56.7901351, 60.4918492), (56.7894313, 60.4905763), (56.790216, 60.489078), (56.7901001, 60.4888759)]",61873.97,1550,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0
25,relation/12750251,56.79017086551724,60.48548943103448,"[(56.7904745, 60.4843685), (56.7904185, 60.4844682), (56.790394, 60.4844041), (56.7903156, 60.4842581), (56.790295, 60.4842161), (56.7903775, 60.4840466), (56.7902021, 60.4837423), (56.7901517, 60.4838429), (56.7900982, 60.4837438), (56.7900509, 60.4838268), (56.7896914, 60.4844572), (56.7896357, 60.4845562), (56.7896011, 60.4846141), (56.7895963, 60.4847205), (56.788938, 60.485931), (56.7889657, 60.4859812), (56.7895309, 60.4869874), (56.7899717, 60.4862133), (56.7902786, 60.4867911), (56.7898412, 60.4875429), (56.7900276, 60.4878771), (56.7903372, 60.4884325), (56.7904122, 60.4885706), (56.7904269, 60.4885437), (56.7915295, 60.4865464), (56.7910442, 60.4856352), (56.7910929, 60.4855514), (56.7907815, 60.4849558), (56.7904745, 60.4843685)]",39255.84,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0
26,relation/12750540,56.79966519285715,60.49213690714286,"[(56.8003597, 60.4921008), (56.7997016, 60.491418), (56.7996336, 60.4913595), (56.7993722, 60.4910913), (56.7992903, 60.4910004), (56.7990706, 60.4914948), (56.7986933, 60.4923437), (56.7986482, 60.4924451), (56.798969, 60.4930166), (56.8002072, 60.4932681), (56.8002994, 60.4932839), (56.8003251, 60.4928743), (56.8003828, 60.4921194), (56.8003597, 60.4921008)]",16865.91,500,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0
27,relation/12753254,56.78601033125,60.49934355625,"[(56.7884217, 60.4979423), (56.7880152, 60.4971626), (56.7885103, 60.4962426), (56.7878991, 60.4951698), (56.7873879, 60.4960871), (56.7870087, 60.4953744), (56.7861777, 60.496898), (56.7844906, 60.4998901), (56.7848721, 60.5006123), (56.7842772, 60.5017095), (56.7839054, 60.5010163), (56.7830851, 60.5024564), (56.7839502, 60.5041448), (56.7846154, 60.5029617), (56.785127, 60.5038867), (56.7884217, 60.4979423)]",130806.71,4225,0,0.0,0.0,0,0.0,0.0,1,436118.97,0.4417,0.4417,436118.97
28,relation/12754094,56.79937833076924,60.51369847692308,"[(56.799416, 60.514981), (56.7997357, 60.5140592), (56.7998314, 60.5135342), (56.7995939, 60.512909), (56.7994443, 60.5126364), (56.7997532, 60.512011), (56.7997981, 60.5119356), (56.7993798, 60.5110953), (56.7980397, 60.5135196), (56.7991314, 60.5155705), (56.7991747, 60.5154783), (56.7992041, 60.5153691), (56.799416, 60.514981)]",28343.28,850,0,0.0,0.0,3,205.84,0.434,2,618.74,0.579,0.5428,824.59
29,relation/12754801,56.85932323695652,60.65069551086956,"[(56.8591532, 60.6485105), (56.858796, 60.6477782), (56.8582979, 60.6485311), (56.8582481, 60.6486085), (56.8581143, 60.6483202), (56.8577303, 60.6489252), (56.8580967, 60.6497265), (56.8583047, 60.6501991), (56.8578045, 60.6509543), (56.8579284, 60.6512134), (56.8578299, 60.651371), (56.8580101, 60.6517477), (56.8585007, 60.6527539), (56.8585978, 60.6525256), (56.8586536, 60.6524357), (56.85871, 60.6524076), (56.8587888, 60.6524337), (56.8588208, 60.6524236), (56.8589908, 60.6522667), (56.8590531, 60.6522171), (56.8591257, 60.6521983), (56.859595, 60.6521662), (56.8596411, 60.652146), (56.8596751, 60.6521115), (56.859974, 60.6517357), (56.8599953, 60.6516968), (56.8600026, 60.6516176), (56.8599923, 60.6515533), (56.8599601, 60.6514674), (56.8599373, 60.6513441), (56.8599432, 60.6512381), (56.860018, 60.6510906), (56.8601404, 60.6509444), (56.860284, 60.6508384), (56.8604168, 60.6508518), (56.8605591, 60.6508988), (56.8608181, 60.6510368), (56.8608403, 60.6506499), (56.8606156, 60.6501339), (56.8603077, 60.6494919), (56.8603511, 60.6494499), (56.8599316, 60.6485496), (56.8598782, 60.6486337), (56.8597467, 60.6483616), (56.8595367, 60.6479271), (56.8591532, 60.6485105)]",61290.94,2150,0,0.0,0.0,0,0.0,0.0,11,21456.07,0.5667,0.5667,21456.07
30,relation/12754806,56.85893254791667,60.65106584375,"[(56.8580101, 60.6517477), (56.8578299, 60.651371), (56.8579284, 60.6512134), (56.8578045, 60.6509543), (56.8583047, 60.6501991), (56.8580967, 60.6497265), (56.8577303, 60.6489252), (56.8581143, 60.6483202), (56.8582481, 60.6486085), (56.8582979, 60.6485311), (56.858796, 60.6477782), (56.8591838, 60.6472016), (56.8562464, 60.6412697), (56.8537944, 60.6452393), (56.8573934, 60.6527301), (56.8580101, 60.6517477), (56.8585007, 60.6527539), (56.8586788, 60.6531251), (56.8586783, 60.6532125), (56.8586819, 60.6533711), (56.8588059, 60.6533544), (56.8606925, 60.6531036), (56.8607415, 60.6522766), (56.8608181, 60.6510368), (56.8605591, 60.6508988), (56.8604168, 60.6508518), (56.860284, 60.6508384), (56.8601404, 60.6509444), (56.860018, 60.6510906), (56.8599432, 60.6512381), (56.8599373, 60.6513441), (56.8599601, 60.6514674), (56.8599923, 60.6515533), (56.8600026, 60.6516176), (56.8599953, 60.6516968), (56.859974, 60.6517357), (56.8596751, 60.6521115), (56.8596411, 60.652146), (56.859595, 60.6521662), (56.8591257, 60.6521983), (56.8590531, 60.6522171), (56.8589908, 60.6522667), (56.8588208, 60.6524236), (56.8587888, 60.6524337), (56.85871, 60.6524076), (56.8586536, 60.6524357), (56.8585978, 60.6525256), (56.8585007, 60.6527539)]",217395.68,3025,0,0.0,0.0,0,0.0,0.0,10,21029.77,0.5707,0.5707,21029.77
31,relation/12755126,56.82322319,60.55004421,"[(56.8225989, 60.5515838), (56.8246188, 60.5501202), (56.8243062, 60.5492404), (56.8241609, 60.5489722), (56.823766, 60.5484223), (56.8233742, 60.5480146), (56.8228024, 60.549282), (56.8218498, 60.5514464), (56.8221558, 60.5517764), (56.8225989, 60.5515838)]",32819.07,1450,0,0.0,0.0,0,0.0,0.0,5,84466.96,0.5032,0.5032,84466.96
32,relation/13417105,56.83248055555556,60.6195341,"[(56.831441, 60.6193613), (56.8316057, 60.6209024), (56.8323428, 60.6206194), (56.8333922, 60.6201935), (56.8333411, 60.6197901), (56.8338419, 60.6195778), (56.8335758, 60.6175524), (56.8313435, 60.6184487), (56.831441, 60.6193613)]",37997.23,750,0,0.0,0.0,5,27186.28,0.7088,39,334160.25,0.5607,0.5718,361346.53
33,relation/13417988,56.837622825,60.535218725,"[(56.8380818, 60.5358378), (56.8381296, 60.5357355), (56.8377438, 60.53341), (56.8370277, 60.5333161), (56.8369234, 60.5358734), (56.8374195, 60.5359313), (56.837575, 60.5358079), (56.8380818, 60.5358378)]",16426.84,825,0,0.0,0.0,0,0.0,0.0,3,22605.62,0.6209,0.6209,22605.62
34,relation/14396308,56.80719276666667,60.63666050476191,"[(56.8079573, 60.636257), (56.8079063, 60.6358241), (56.8074907, 60.6359967), (56.8073223, 60.6359617), (56.8072216, 60.6351288), (56.8071524, 60.6351502), (56.8069147, 60.6352414), (56.8069013, 60.6350823), (56.8063075, 60.6352888), (56.8063599, 60.6359463), (56.8059811, 60.6360496), (56.8056449, 60.6364815), (56.8057236, 60.6370206), (56.8070271, 60.6386466), (56.8073953, 60.6386368), (56.8075514, 60.6385709), (56.8080757, 60.6385901), (56.8080911, 60.638533), (56.8080296, 60.6378767), (56.808037, 60.6373305), (56.8079573, 60.636257)]",39149.09,2300,0,0.0,0.0,1,1539.49,0.6494,6,7959.93,0.6752,0.671,9499.42
