id,название,широта_центра,долгота_центра,все_точки_границ,количество_точек,северная_граница,южная_граница,западная_граница,восточная_граница,сервер
31560359,Квартал,56.821465,60.553474,"60.553020,56.821353; 60.552413,56.822251; 60.552878,56.822179; 60.553012,56.822063; 60.553437,56.821694; 60.553376,56.821561; 60.553528,56.821390; 60.553823,56.821271; 60.553912,56.821327; 60.554986,56.820951; 60.554475,56.820548; 60.553274,56.821106; 60.553020,56.821353",13,56.822251,56.820548,60.552413,60.554986,https://overpass.kumi.systems/api/interpreter
35160534,"ЖК ""Форум Сити""",56.83041,60.588787,"60.587798,56.829743; 60.587342,56.831019; 60.589442,56.831205; 60.589472,56.831125; 60.589820,56.830088; 60.589838,56.829947; 60.587798,56.829743",7,56.831205,56.829743,60.587342,60.589838,https://overpass.kumi.systems/api/interpreter
35410624,Квартал,56.777165,60.592675,"60.594991,56.780341; 60.595147,56.780277; 60.596258,56.777278; 60.596077,56.777019; 60.593573,56.775709; 60.593455,56.775775; 60.593405,56.775749; 60.593043,56.775976; 60.592931,56.776038; 60.592825,56.776097; 60.592187,56.775867; 60.591748,56.775555; 60.591615,56.775469; 60.591515,56.775529; 60.591413,56.775565; 60.590430,56.775792; 60.590486,56.776162; 60.590764,56.776824; 60.590975,56.776929; 60.592076,56.777198; 60.591461,56.778659; 60.591312,56.779420; 60.591937,56.779534; 60.592267,56.780016; 60.594991,56.780341",25,56.780341,56.775469,60.59043,60.596258,https://overpass.kumi.systems/api/interpreter
35581260,Квартал,56.908436,60.606613,"60.606599,56.906288; 60.606190,56.906956; 60.606099,56.907103; 60.606042,56.907194; 60.605970,56.907330; 60.605866,56.907478; 60.605850,56.907504; 60.605538,56.908007; 60.605266,56.908445; 60.605050,56.908794; 60.605024,56.908835; 60.604987,56.908895; 60.604856,56.909103; 60.604756,56.909264; 60.604736,56.909298; 60.604717,56.909329; 60.604679,56.909390; 60.604518,56.909652; 60.604476,56.909721; 60.604335,56.909950; 60.604230,56.910120; 60.604709,56.910170; 60.605181,56.910220; 60.606101,56.910303; 60.606980,56.910384; 60.608673,56.910534; 60.608792,56.910197; 60.608991,56.909511; 60.609091,56.909182; 60.609253,56.908545; 60.609585,56.907240; 60.609682,56.906859; 60.609773,56.906580; 60.609710,56.906575; 60.609423,56.906553; 60.609468,56.906405; 60.609483,56.906354; 60.606599,56.906288",38,56.910534,56.906288,60.60423,60.609773,https://overpass.kumi.systems/api/interpreter
35581261,Квартал,56.912322,60.606073,"60.604094,56.910273; 60.603666,56.910951; 60.603503,56.911207; 60.603332,56.911474; 60.603316,56.911526; 60.603245,56.911763; 60.603192,56.911937; 60.602778,56.913299; 60.606138,56.913595; 60.607750,56.913737; 60.607874,56.913319; 60.607815,56.913314; 60.607436,56.913280; 60.607385,56.913450; 60.606997,56.913416; 60.606609,56.913381; 60.606658,56.913215; 60.606261,56.913180; 60.606333,56.912960; 60.606335,56.912951; 60.606738,56.912987; 60.607029,56.913013; 60.607206,56.913028; 60.607501,56.913053; 60.607760,56.913076; 60.607941,56.913092; 60.608408,56.911551; 60.608678,56.910663; 60.606943,56.910517; 60.606098,56.910444; 60.605221,56.910379; 60.604094,56.910273",32,56.913737,56.910273,60.602778,60.608678,https://overpass.kumi.systems/api/interpreter
35868723,Квартал,56.803504,60.590493,"60.590273,56.801691; 60.590046,56.801713; 60.588006,56.802084; 60.587368,56.802293; 60.586819,56.802499; 60.587586,56.803118; 60.591747,56.806399; 60.591983,56.806333; 60.592242,56.806356; 60.593105,56.803826; 60.592767,56.803802; 60.592248,56.803760; 60.591688,56.803756; 60.591025,56.803803; 60.590713,56.802933; 60.590273,56.801691",16,56.806399,56.801691,60.586819,60.593105,https://overpass.kumi.systems/api/interpreter
35868725,Квартал,56.800826,60.604393,"60.605154,56.801898; 60.608620,56.802232; 60.609023,56.800896; 60.609088,56.800799; 60.609230,56.800359; 60.607222,56.800171; 60.606892,56.800251; 60.604290,56.800136; 60.598548,56.799506; 60.598452,56.799634; 60.598219,56.800337; 60.601063,56.800620; 60.600799,56.801467; 60.603642,56.801753; 60.603872,56.800956; 60.605422,56.801132; 60.605154,56.801898",17,56.802232,56.799506,60.598219,60.60923,https://overpass.kumi.systems/api/interpreter
35868944,Квартал,56.805439,60.586065,"60.580306,56.803913; 60.583497,56.806419; 60.585988,56.808469; 60.589708,56.807057; 60.588945,56.806384; 60.590521,56.805825; 60.589662,56.805100; 60.585651,56.801872; 60.580306,56.803913",9,56.808469,56.801872,60.580306,60.590521,https://overpass.kumi.systems/api/interpreter
35868946,Квартал,56.806951,60.578351,"60.580186,56.803959; 60.578544,56.804573; 60.578856,56.804817; 60.578920,56.804863; 60.578142,56.805145; 60.577804,56.804872; 60.573011,56.806650; 60.575870,56.808979; 60.577177,56.808495; 60.577410,56.808452; 60.578100,56.808523; 60.578370,56.808702; 60.576464,56.809477; 60.578671,56.811238; 60.585902,56.808516; 60.580186,56.803959",16,56.811238,56.803959,60.573011,60.585902,https://overpass.kumi.systems/api/interpreter
35869085,Квартал,56.806252,60.568061,"60.567838,56.808460; 60.572673,56.806640; 60.572310,56.806342; 60.569762,56.804274; 60.566713,56.805435; 60.565691,56.804593; 60.563880,56.805252; 60.565843,56.806807; 60.567838,56.808460",9,56.80846,56.804274,60.56388,60.572673,https://overpass.kumi.systems/api/interpreter
35869086,Квартал,56.80948,60.572011,"60.572776,56.806756; 60.566398,56.809156; 60.567237,56.809820; 60.568242,56.809451; 60.568609,56.809735; 60.568717,56.809758; 60.570589,56.809070; 60.570760,56.809210; 60.570802,56.809237; 60.571172,56.809522; 60.571774,56.809359; 60.574387,56.811389; 60.576717,56.810532; 60.576509,56.810372; 60.576225,56.810480; 60.575841,56.810178; 60.576671,56.809863; 60.572776,56.806756",18,56.811389,56.806756,60.566398,60.576717,https://overpass.kumi.systems/api/interpreter
35893931,Квартал,56.914093,60.599074,"60.597789,56.913055; 60.594938,56.914021; 60.594945,56.914052; 60.595720,56.914351; 60.596531,56.914631; 60.597116,56.914798; 60.597648,56.914944; 60.598120,56.915051; 60.598702,56.915194; 60.599557,56.915383; 60.599905,56.914831; 60.599872,56.914824; 60.599928,56.914741; 60.599975,56.914673; 60.600002,56.914633; 60.600106,56.914485; 60.600144,56.914429; 60.600207,56.914331; 60.600280,56.914216; 60.600303,56.914182; 60.600362,56.914084; 60.600397,56.914032; 60.600496,56.913885; 60.600522,56.913845; 60.600593,56.913741; 60.600799,56.913432; 60.600698,56.913413; 60.600493,56.913372; 60.600262,56.913327; 60.599677,56.913215; 60.599418,56.913494; 60.598190,56.913131; 60.598095,56.913217; 60.598002,56.913186; 60.597789,56.913055",35,56.915383,56.913055,60.594938,60.600799,https://overpass.kumi.systems/api/interpreter
35894035,Квартал,56.880587,60.553154,"60.556049,56.878885; 60.551469,56.880330; 60.551880,56.880804; 60.551993,56.881062; 60.551220,56.881330; 60.550801,56.881536; 60.551408,56.882156; 60.557516,56.880292; 60.556049,56.878885",9,56.882156,56.878885,60.550801,60.557516,https://overpass.kumi.systems/api/interpreter
35894036,Квартал,56.888308,60.562458,"60.563077,56.885802; 60.556963,56.887687; 60.558067,56.888780; 60.561084,56.887866; 60.562395,56.889155; 60.562452,56.889136; 60.562724,56.889039; 60.563013,56.888934; 60.563130,56.888918; 60.563278,56.888865; 60.563324,56.888905; 60.563330,56.888918; 60.563729,56.888782; 60.563327,56.888430; 60.563600,56.888349; 60.565219,56.887869; 60.563077,56.885802",17,56.889155,56.885802,60.556963,60.565219,https://overpass.kumi.systems/api/interpreter
35894037,Квартал,56.890744,60.567417,"60.566380,56.891090; 60.566709,56.891482; 60.568871,56.890801; 60.568082,56.889994; 60.567552,56.890178; 60.567943,56.890575; 60.566380,56.891090",7,56.891482,56.889994,60.56638,60.568871,https://overpass.kumi.systems/api/interpreter
35894039,Квартал,56.892442,60.568198,"60.568946,56.890918; 60.566632,56.891749; 60.566660,56.891775; 60.566724,56.891821; 60.566823,56.891900; 60.567020,56.892055; 60.567124,56.892138; 60.567344,56.892311; 60.567567,56.892488; 60.567603,56.892519; 60.567718,56.892611; 60.567774,56.892655; 60.567884,56.892742; 60.567925,56.892776; 60.567995,56.892829; 60.568138,56.892937; 60.568344,56.893094; 60.568454,56.893177; 60.568541,56.893247; 60.568756,56.893419; 60.568959,56.893579; 60.569638,56.893337; 60.569841,56.893265; 60.568696,56.892356; 60.569372,56.892091; 60.570039,56.891842; 60.570074,56.891828; 60.568946,56.890918",28,56.893579,56.890918,60.566632,60.570074,https://overpass.kumi.systems/api/interpreter
36442590,Квартал,56.823171,60.5354,"60.533318,56.824324; 60.534433,56.824698; 60.535859,56.823269; 60.535415,56.823139; 60.536063,56.822559; 60.536326,56.822637; 60.536648,56.822385; 60.536699,56.822345; 60.535918,56.822032; 60.533318,56.824324",10,56.824698,56.822032,60.533318,60.536699,https://overpass.kumi.systems/api/interpreter
36443099,Квартал,56.822298,60.525199,"60.526870,56.822411; 60.523550,56.821307; 60.523215,56.821654; 60.524502,56.822091; 60.524133,56.822471; 60.525446,56.822890; 60.525768,56.822620; 60.526433,56.822825; 60.526870,56.822411",9,56.82289,56.821307,60.523215,60.52687,https://overpass.kumi.systems/api/interpreter
36443100,Квартал,56.825671,60.534962,"60.534523,56.824962; 60.534222,56.825238; 60.534553,56.826793; 60.536099,56.826692; 60.535849,56.825380; 60.534523,56.824962",6,56.826793,56.824962,60.534222,60.536099,https://overpass.kumi.systems/api/interpreter
36488251,Квартал,56.834925,60.529186,"60.529843,56.834441; 60.529772,56.834416; 60.529574,56.834411; 60.528961,56.834445; 60.528881,56.834476; 60.528397,56.834492; 60.528330,56.834501; 60.528312,56.834522; 60.528509,56.835567; 60.528562,56.835653; 60.528716,56.835686; 60.529976,56.835649; 60.530058,56.835626; 60.530062,56.835551; 60.529843,56.834441",15,56.835686,56.834411,60.528312,60.530062,https://overpass.kumi.systems/api/interpreter
36999813,Квартал,56.76838,60.589967,"60.588244,56.766799; 60.588436,56.767096; 60.587784,56.767230; 60.588361,56.768174; 60.588945,56.768982; 60.588164,56.769143; 60.588971,56.770553; 60.589271,56.771189; 60.589297,56.771885; 60.597253,56.773214; 60.595709,56.770826; 60.593391,56.767346; 60.592235,56.765640; 60.590244,56.766040; 60.588229,56.766488; 60.588378,56.766685; 60.588252,56.766746; 60.588244,56.766799",18,56.773214,56.76564,60.587784,60.597253,https://overpass.kumi.systems/api/interpreter
37000476,Квартал,56.766842,60.597363,"60.596129,56.769086; 60.597562,56.768785; 60.598893,56.768531; 60.597880,56.767087; 60.599210,56.766781; 60.599334,56.766613; 60.598947,56.766052; 60.598725,56.765702; 60.598343,56.765777; 60.597441,56.765963; 60.597187,56.766015; 60.596374,56.764825; 60.593631,56.765379; 60.594663,56.766944; 60.596129,56.769086",15,56.769086,56.764825,60.593631,60.599334,https://overpass.kumi.systems/api/interpreter
37001305,Квартал,56.76035,60.593952,"60.592533,56.763733; 60.593099,56.763808; 60.593460,56.763780; 60.594724,56.763525; 60.594657,56.763340; 60.594960,56.763281; 60.595445,56.763409; 60.595623,56.763456; 60.596610,56.761588; 60.598232,56.758205; 60.598747,56.757132; 60.597266,56.757289; 60.596910,56.758035; 60.592756,56.757443; 60.592747,56.757320; 60.592250,56.757306; 60.592224,56.757179; 60.590666,56.757288; 60.590810,56.758517; 60.591254,56.758478; 60.592370,56.758638; 60.591024,56.761555; 60.592533,56.763733",23,56.763808,56.757132,60.590666,60.598747,https://overpass.kumi.systems/api/interpreter
37001383,Квартал,56.757916,60.600263,"60.597011,56.761063; 60.600605,56.761555; 60.601948,56.758708; 60.602870,56.756768; 60.602289,56.756697; 60.602184,56.757010; 60.600816,56.756804; 60.600862,56.756685; 60.600764,56.756589; 60.600442,56.756612; 60.600295,56.756999; 60.599502,56.756952; 60.598966,56.757013; 60.598376,56.758224; 60.597011,56.761063",15,56.761555,56.756589,60.597011,60.60287,https://overpass.kumi.systems/api/interpreter
37001448,Квартал,56.762755,60.597152,"60.596756,56.761733; 60.595846,56.763653; 60.595983,56.763944; 60.598483,56.763416; 60.599090,56.762053; 60.596756,56.761733",6,56.763944,56.761733,60.595846,60.59909,https://overpass.kumi.systems/api/interpreter
37001513,Квартал,56.76158,60.603313,"60.605015,56.760471; 60.601584,56.759981; 60.600573,56.762093; 60.600593,56.762126; 60.604703,56.762698; 60.604824,56.762449; 60.604197,56.762355; 60.605015,56.760471",8,56.762698,56.759981,60.600573,60.605015,https://overpass.kumi.systems/api/interpreter
37001516,Квартал,56.757871,60.604386,"60.602238,56.758627; 60.606149,56.759176; 60.606642,56.759146; 60.608101,56.758880; 60.607107,56.756616; 60.604199,56.756868; 60.604280,56.757117; 60.603108,56.757133; 60.603085,56.757174; 60.602935,56.757162; 60.602548,56.757931; 60.602238,56.758627",12,56.759176,56.756616,60.602238,60.608101,https://overpass.kumi.systems/api/interpreter
37001534,Квартал,56.766813,60.604247,"60.604802,56.767206; 60.605364,56.765934; 60.603854,56.765436; 60.603051,56.767354; 60.603856,56.767456; 60.603999,56.767103; 60.604802,56.767206",7,56.767456,56.765436,60.603051,60.605364,https://overpass.kumi.systems/api/interpreter
38917356,Квартал,56.812111,60.691935,"60.691836,56.812388; 60.692614,56.812446; 60.693140,56.811695; 60.692119,56.811219; 60.691517,56.811987; 60.691725,56.812025; 60.691639,56.812149; 60.691590,56.812257; 60.691593,56.812303; 60.691676,56.812363; 60.691836,56.812388",11,56.812446,56.811219,60.691517,60.69314,https://overpass.kumi.systems/api/interpreter
38919364,Квартал,56.781239,60.697185,"60.697469,56.781567; 60.701265,56.780512; 60.701327,56.779971; 60.695791,56.779849; 60.695677,56.780096; 60.695598,56.780949; 60.695788,56.780948; 60.695753,56.781675; 60.695503,56.781872; 60.696596,56.782120; 60.697112,56.782111; 60.697381,56.782107; 60.697856,56.781999; 60.697469,56.781567",14,56.78212,56.779849,60.695503,60.701327,https://overpass.kumi.systems/api/interpreter
39171600,Квартал,56.810724,60.587383,"60.584839,56.810700; 60.585464,56.811219; 60.585016,56.811407; 60.585825,56.811980; 60.587471,56.811373; 60.588931,56.811518; 60.589593,56.811269; 60.589750,56.811343; 60.590497,56.811398; 60.591179,56.809522; 60.590233,56.809425; 60.587953,56.810303; 60.587063,56.809572; 60.585909,56.809971; 60.585351,56.810203; 60.585598,56.810401; 60.584839,56.810700",17,56.81198,56.809425,60.584839,60.591179,https://overpass.kumi.systems/api/interpreter
40883984,Квартал,56.864578,60.566504,"60.565297,56.865660; 60.565987,56.865572; 60.566240,56.865144; 60.566529,56.865126; 60.566610,56.864607; 60.566985,56.864587; 60.567838,56.865062; 60.567929,56.865206; 60.569384,56.864996; 60.566732,56.862665; 60.566261,56.862874; 60.565518,56.863403; 60.564450,56.863535; 60.565297,56.865660",14,56.86566,56.862665,60.56445,60.569384,https://overpass.kumi.systems/api/interpreter
40883995,Квартал,56.859704,60.560381,"60.562573,56.860033; 60.562548,56.860466; 60.564378,56.861408; 60.564462,56.859719; 60.563758,56.859311; 60.563250,56.859134; 60.563207,56.859650; 60.562622,56.859646; 60.562631,56.859251; 60.561479,56.859220; 60.557105,56.859065; 60.555470,56.859020; 60.555489,56.859495; 60.557066,56.859605; 60.557236,56.859649; 60.557529,56.859664; 60.557742,56.859629; 60.559056,56.859744; 60.559213,56.859762; 60.559160,56.859986; 60.559838,56.859994; 60.562573,56.860033",22,56.861408,56.85902,60.55547,60.564462,https://overpass.kumi.systems/api/interpreter
40884000,Квартал,56.866655,60.568331,"60.567273,56.866849; 60.568460,56.867455; 60.569389,56.866854; 60.569446,56.865923; 60.568144,56.866001; 60.567273,56.866849",6,56.867455,56.865923,60.567273,60.569446,https://overpass.kumi.systems/api/interpreter
40884003,Квартал,56.864801,60.574826,"60.574088,56.864902; 60.574900,56.865292; 60.575933,56.864650; 60.575121,56.864260; 60.574088,56.864902",5,56.865292,56.86426,60.574088,60.575933,https://overpass.kumi.systems/api/interpreter
40884004,Квартал,56.864895,60.573097,"60.571480,56.865669; 60.572055,56.865951; 60.575848,56.863640; 60.575273,56.863358; 60.572446,56.865081; 60.571480,56.865669",6,56.865951,56.863358,60.57148,60.575848,https://overpass.kumi.systems/api/interpreter
41015100,Квартал,56.762882,60.66503,"60.664016,56.763489; 60.664678,56.763724; 60.665930,56.763048; 60.666205,56.762435; 60.666259,56.762071; 60.665058,56.762117; 60.664391,56.762568; 60.664716,56.762995; 60.664016,56.763489",9,56.763724,56.762071,60.664016,60.666259,https://overpass.kumi.systems/api/interpreter
41015104,Квартал,56.765577,60.664228,"60.663278,56.764469; 60.664490,56.764888; 60.664907,56.765106; 60.664561,56.765438; 60.665565,56.765670; 60.666497,56.765528; 60.667138,56.765430; 60.667291,56.765732; 60.667447,56.766328; 60.667310,56.766771; 60.667362,56.767014; 60.666137,56.766996; 60.664958,56.766914; 60.664506,56.766872; 60.664300,56.766014; 60.664106,56.766005; 60.662882,56.765951; 60.662840,56.765517; 60.662359,56.765406; 60.662156,56.765353; 60.661192,56.765289; 60.660882,56.765051; 60.661337,56.764773; 60.662033,56.764698; 60.662608,56.764665; 60.662736,56.764232; 60.663278,56.764469",27,56.767014,56.764232,60.660882,60.667447,https://overpass.kumi.systems/api/interpreter
41015105,Квартал,56.764396,60.6663,"60.665781,56.764092; 60.665624,56.763452; 60.666580,56.763614; 60.666880,56.764921; 60.667053,56.765262; 60.666401,56.765337; 60.665781,56.764092",7,56.765337,56.763452,60.665624,60.667053,https://overpass.kumi.systems/api/interpreter
43083814,Квартал,56.809689,60.692921,"60.692864,56.809506; 60.692544,56.809605; 60.692396,56.810068; 60.692606,56.810152; 60.693650,56.809520; 60.693521,56.809470; 60.692864,56.809506",7,56.810152,56.80947,60.692396,60.69365,https://overpass.kumi.systems/api/interpreter
44489325,Квартал,56.809805,60.656853,"60.656322,56.810425; 60.656243,56.810186; 60.656475,56.810165; 60.656339,56.809808; 60.656115,56.809687; 60.655941,56.809204; 60.656588,56.809170; 60.656678,56.809301; 60.656896,56.809318; 60.657137,56.809404; 60.657404,56.809558; 60.658074,56.809714; 60.658117,56.810036; 60.657774,56.810130; 60.657216,56.810342; 60.656322,56.810425",16,56.810425,56.80917,60.655941,60.658117,https://overpass.kumi.systems/api/interpreter
45979193,Квартал,56.839624,60.546129,"60.548803,56.839296; 60.547142,56.839385; 60.547112,56.839651; 60.545925,56.839670; 60.545900,56.839394; 60.541905,56.839355; 60.541851,56.839637; 60.542423,56.839639; 60.542410,56.839849; 60.546309,56.839989; 60.547387,56.839995; 60.548468,56.839993; 60.548634,56.839726; 60.548857,56.839490; 60.548803,56.839296",15,56.839995,56.839296,60.541851,60.548857,https://overpass.kumi.systems/api/interpreter
45981569,"Клубный дом ""LVIII""",56.835263,60.587315,"60.587811,56.834744; 60.587711,56.835037; 60.587772,56.835090; 60.588074,56.835125; 60.587732,56.836032; 60.587215,56.835983; 60.587073,56.835730; 60.585783,56.835595; 60.586163,56.834554; 60.587811,56.834744",10,56.836032,56.834554,60.585783,60.588074,https://overpass.kumi.systems/api/interpreter
47026907,Квартал,56.787859,60.527164,"60.526672,56.786885; 60.525058,56.787742; 60.527910,56.789341; 60.529507,56.788441; 60.526672,56.786885",5,56.789341,56.786885,60.525058,60.529507,https://overpass.kumi.systems/api/interpreter
50336955,Квартал,56.818885,60.626571,"60.627828,56.817961; 60.626063,56.818104; 60.624704,56.818411; 60.624392,56.818759; 60.624382,56.818947; 60.624387,56.818982; 60.625153,56.819003; 60.625109,56.819843; 60.626126,56.819925; 60.627543,56.820063; 60.627724,56.819952; 60.627777,56.819095; 60.627893,56.819056; 60.627911,56.818514; 60.627818,56.818495; 60.627818,56.818456; 60.627818,56.818413; 60.627828,56.817961",18,56.820063,56.817961,60.624382,60.627911,https://overpass.kumi.systems/api/interpreter
50532928,Квартал,56.834142,60.630676,"60.630004,56.834361; 60.631307,56.834515; 60.631489,56.834066; 60.631529,56.833955; 60.630225,56.833800; 60.630171,56.833937; 60.630004,56.834361",7,56.834515,56.8338,60.630004,60.631529,https://overpass.kumi.systems/api/interpreter
52513343,Квартал,56.843624,60.567216,"60.565314,56.843212; 60.565021,56.843658; 60.567101,56.843947; 60.567525,56.844017; 60.568331,56.844119; 60.568510,56.843744; 60.568558,56.843517; 60.568416,56.843511; 60.567752,56.843476; 60.567529,56.843451; 60.565314,56.843212",11,56.844119,56.843212,60.565021,60.568558,https://overpass.kumi.systems/api/interpreter
52513345,Квартал,56.845359,60.567341,"60.566745,56.845344; 60.565458,56.845183; 60.565180,56.845664; 60.567002,56.845910; 60.569121,56.846237; 60.569464,56.845470; 60.569475,56.845199; 60.567557,56.844862; 60.567035,56.844813; 60.566971,56.844919; 60.566745,56.845344",11,56.846237,56.844813,60.56518,60.569475,https://overpass.kumi.systems/api/interpreter
52513346,Квартал,56.844804,60.563089,"60.562405,56.845294; 60.563907,56.845471; 60.564430,56.844379; 60.562972,56.844186; 60.562864,56.844258; 60.562642,56.844745; 60.562405,56.845294",7,56.845471,56.844186,60.562405,60.56443,https://overpass.kumi.systems/api/interpreter
52513348,Квартал,56.846676,60.565457,"60.565044,56.845934; 60.564809,56.846233; 60.564745,56.846333; 60.564735,56.846417; 60.565584,56.846547; 60.565380,56.846810; 60.565092,56.847130; 60.564871,56.847248; 60.565803,56.847513; 60.566012,56.847521; 60.566094,56.847297; 60.566503,56.846401; 60.566686,56.846147; 60.565044,56.845934",14,56.847521,56.845934,60.564735,60.566686,https://overpass.kumi.systems/api/interpreter
52513351,Квартал,56.843939,60.563665,"60.563035,56.844095; 60.564579,56.844300; 60.564816,56.843726; 60.563914,56.843618; 60.563808,56.843865; 60.563633,56.843846; 60.563582,56.843967; 60.563144,56.843927; 60.563099,56.843958; 60.563035,56.844095",10,56.8443,56.843618,60.563035,60.564816,https://overpass.kumi.systems/api/interpreter
52513352,Квартал,56.8441,60.565538,"60.564962,56.843727; 60.564690,56.844338; 60.565573,56.844496; 60.565794,56.844214; 60.566332,56.844279; 60.566453,56.843923; 60.564962,56.843727",7,56.844496,56.843727,60.56469,60.566453,https://overpass.kumi.systems/api/interpreter
56632555,Квартал,56.74474,60.611824,"60.611410,56.745688; 60.612725,56.745169; 60.612509,56.744713; 60.612325,56.744598; 60.612241,56.744626; 60.612075,56.744500; 60.612176,56.744464; 60.612544,56.744373; 60.612121,56.743998; 60.611295,56.744334; 60.610473,56.744687; 60.610409,56.744786; 60.611410,56.745688",13,56.745688,56.743998,60.610409,60.612725,https://overpass.kumi.systems/api/interpreter
56632581,Квартал,56.74696,60.613809,"60.612032,56.746248; 60.612674,56.746063; 60.613098,56.746382; 60.613473,56.746227; 60.613680,56.746379; 60.613843,56.746519; 60.614063,56.746730; 60.615043,56.747557; 60.615074,56.747583; 60.614644,56.747759; 60.615217,56.748304; 60.614637,56.748486; 60.612032,56.746248",13,56.748486,56.746063,60.612032,60.615217,https://overpass.kumi.systems/api/interpreter
56632636,Квартал,56.75091,60.616157,"60.615057,56.750216; 60.615765,56.750914; 60.616077,56.751043; 60.617400,56.752046; 60.617897,56.751935; 60.615849,56.749999; 60.615057,56.750216",7,56.752046,56.749999,60.615057,60.617897,https://overpass.kumi.systems/api/interpreter
56632638,Квартал,56.749459,60.617246,"60.617300,56.747839; 60.618152,56.748612; 60.619621,56.750160; 60.619569,56.750222; 60.618030,56.750702; 60.617900,56.750678; 60.617505,56.750359; 60.617408,56.750383; 60.616969,56.750011; 60.616331,56.750212; 60.614716,56.748543; 60.615264,56.748367; 60.615384,56.748497; 60.617300,56.747839",14,56.750702,56.747839,60.614716,60.619621,https://overpass.kumi.systems/api/interpreter
56670437,Квартал,56.748849,60.706139,"60.706664,56.749399; 60.706307,56.749377; 60.705640,56.749333; 60.705179,56.749314; 60.705182,56.749285; 60.705186,56.749234; 60.705181,56.748922; 60.705180,56.748843; 60.705179,56.748806; 60.705470,56.748662; 60.706841,56.747985; 60.706960,56.748022; 60.706956,56.748044; 60.706902,56.748293; 60.706857,56.748505; 60.706808,56.748676; 60.706772,56.748832; 60.706708,56.749194; 60.706664,56.749399",19,56.749399,56.747985,60.705179,60.70696,https://overpass.kumi.systems/api/interpreter
56671103,Квартал,56.745325,60.699229,"60.701234,56.744632; 60.701335,56.744529; 60.701758,56.744129; 60.701653,56.743976; 60.701363,56.743788; 60.700321,56.744088; 60.699497,56.744369; 60.699188,56.744488; 60.697943,56.744928; 60.696094,56.745605; 60.694277,56.746240; 60.694162,56.746322; 60.695135,56.747228; 60.695344,56.747246; 60.700859,56.747380; 60.700966,56.746377; 60.701761,56.746238; 60.701229,56.744980; 60.701234,56.744632",19,56.74738,56.743788,60.694162,60.701761,https://overpass.kumi.systems/api/interpreter
56671108,Квартал,56.74732,60.695362,"60.693457,56.746576; 60.693745,56.747580; 60.694662,56.747618; 60.695941,56.748027; 60.699697,56.748372; 60.699811,56.747632; 60.695327,56.747411; 60.694765,56.747405; 60.694332,56.746889; 60.693792,56.746436; 60.693457,56.746576",11,56.748372,56.746436,60.693457,60.699811,https://overpass.kumi.systems/api/interpreter
56671116,Квартал,56.744641,60.70757,"60.708126,56.744800; 60.707830,56.745040; 60.707508,56.745294; 60.707201,56.745590; 60.706903,56.745931; 60.706611,56.746212; 60.706131,56.746571; 60.705675,56.746855; 60.705165,56.747211; 60.704815,56.747427; 60.704589,56.747544; 60.704043,56.747791; 60.703722,56.747941; 60.703243,56.748116; 60.702875,56.748284; 60.702479,56.748462; 60.701611,56.748434; 60.701614,56.747629; 60.702354,56.747680; 60.702819,56.747637; 60.705070,56.746461; 60.705370,56.746308; 60.706901,56.745052; 60.709547,56.742404; 60.710694,56.741121; 60.712003,56.741445; 60.712175,56.741234; 60.710859,56.740936; 60.713052,56.738441; 60.713680,56.738600; 60.713485,56.738853; 60.713589,56.738895; 60.713599,56.739798; 60.712313,56.742439; 60.711031,56.742689; 60.710773,56.742845; 60.710064,56.743586; 60.708126,56.744800",38,56.748462,56.738441,60.701611,60.71368,https://overpass.kumi.systems/api/interpreter
56671149,Квартал,56.744901,60.690436,"60.691211,56.744192; 60.689464,56.745043; 60.689620,56.745104; 60.689061,56.745433; 60.689404,56.745927; 60.692164,56.744975; 60.691352,56.744340; 60.691211,56.744192",8,56.745927,56.744192,60.689061,60.692164,https://overpass.kumi.systems/api/interpreter
56687219,Квартал,56.764962,60.559472,"60.561075,56.764671; 60.560950,56.764412; 60.557581,56.765012; 60.557579,56.765134; 60.558413,56.765406; 60.559067,56.765277; 60.559328,56.765120; 60.559868,56.765029; 60.559782,56.764888; 60.561075,56.764671",10,56.765406,56.764412,60.557579,60.561075,https://overpass.kumi.systems/api/interpreter
56687236,Квартал,56.760415,60.544317,"60.541781,56.759997; 60.542814,56.760136; 60.543766,56.760189; 60.545428,56.760191; 60.546011,56.760179; 60.546269,56.760240; 60.546285,56.760438; 60.545523,56.760612; 60.545494,56.760456; 60.544973,56.760472; 60.544998,56.760684; 60.544783,56.760690; 60.543326,56.760973; 60.541519,56.760977; 60.541781,56.759997",15,56.760977,56.759997,60.541519,60.546285,https://overpass.kumi.systems/api/interpreter
58510803,Квартал,56.733839,60.610798,"60.611551,56.733799; 60.611476,56.733775; 60.611788,56.733500; 60.610749,56.733087; 60.610331,56.733433; 60.610562,56.733517; 60.609661,56.734242; 60.609938,56.734535; 60.610378,56.734705; 60.611551,56.733799",10,56.734705,56.733087,60.609661,60.611788,https://overpass.kumi.systems/api/interpreter
