id,название,широта_центра,долгота_центра,все_точки_границ,количество_точек,северная_граница,южная_граница,западная_граница,восточная_граница,сервер
85657938,Квартал,56.767547,60.540792,"60.540758,56.767759; 60.540490,56.767611; 60.540494,56.767310; 60.541460,56.767297; 60.540758,56.767759",5,56.767759,56.767297,60.54049,60.54146,https://overpass.kumi.systems/api/interpreter
85692474,Квартал,56.819903,60.547163,"60.546593,56.819388; 60.545949,56.819992; 60.547737,56.820644; 60.548942,56.820101; 60.546593,56.819388",5,56.820644,56.819388,60.545949,60.548942,https://overpass.kumi.systems/api/interpreter
85692475,Квартал,56.820405,60.550591,"60.550539,56.820952; 60.551054,56.820707; 60.550702,56.820436; 60.551080,56.820264; 60.551105,56.820147; 60.550386,56.819652; 60.549323,56.820132; 60.550539,56.820952",8,56.820952,56.819652,60.549323,60.551105,https://overpass.kumi.systems/api/interpreter
87221600,Квартал,56.844623,60.687034,"60.686863,56.845230; 60.687153,56.845199; 60.687297,56.845065; 60.687420,56.844490; 60.687439,56.843968; 60.687239,56.843980; 60.687212,56.844065; 60.687244,56.844188; 60.687121,56.844294; 60.687008,56.844229; 60.686955,56.844270; 60.687078,56.844487; 60.686933,56.844769; 60.686737,56.844667; 60.686734,56.844958; 60.686642,56.844993; 60.686666,56.845142; 60.686863,56.845230",18,56.84523,56.843968,60.686642,60.687439,https://overpass.kumi.systems/api/interpreter
87221601,Квартал,56.844562,60.687819,"60.687451,56.845006; 60.687565,56.844456; 60.687582,56.843881; 60.687933,56.843876; 60.687956,56.843952; 60.688303,56.843961; 60.688231,56.844628; 60.688098,56.845044; 60.687823,56.845067; 60.687772,56.844957; 60.687662,56.844905; 60.687451,56.845006",12,56.845067,56.843876,60.687451,60.688303,https://overpass.kumi.systems/api/interpreter
89411176,Квартал,56.874915,60.69093,"60.690649,56.875264; 60.690920,56.875375; 60.691163,56.875550; 60.691205,56.875559; 60.691481,56.875468; 60.691522,56.875359; 60.691561,56.875096; 60.692168,56.874856; 60.691108,56.874109; 60.690806,56.874196; 60.690593,56.874072; 60.690085,56.874323; 60.690250,56.874507; 60.689785,56.874720; 60.690649,56.875264",15,56.875559,56.874072,60.689785,60.692168,https://overpass.kumi.systems/api/interpreter
89411190,Квартал,56.87734,60.689263,"60.686676,56.876694; 60.688412,56.878034; 60.688487,56.878113; 60.689039,56.878544; 60.689156,56.878548; 60.690923,56.877998; 60.691992,56.877671; 60.690985,56.875836; 60.690281,56.875273; 60.686676,56.876694",10,56.878548,56.875273,60.686676,60.691992,https://overpass.kumi.systems/api/interpreter
89411192,Квартал,56.874472,60.682296,"60.681083,56.875233; 60.685136,56.874770; 60.685139,56.874692; 60.685054,56.874633; 60.682328,56.873394; 60.681926,56.873668; 60.682083,56.874158; 60.681974,56.874246; 60.681304,56.874349; 60.680943,56.874398; 60.680885,56.874550; 60.680916,56.874812; 60.681083,56.875233",13,56.875233,56.873394,60.680885,60.685139,https://overpass.kumi.systems/api/interpreter
89411208,Квартал,56.877665,60.692976,"60.691604,56.876352; 60.692561,56.878121; 60.692671,56.878694; 60.692716,56.878712; 60.693019,56.878680; 60.693599,56.878536; 60.694254,56.878295; 60.694299,56.878209; 60.693745,56.877550; 60.693575,56.877347; 60.692723,56.876516; 60.692320,56.876282; 60.691604,56.876352",13,56.878712,56.876282,60.691604,60.694299,https://overpass.kumi.systems/api/interpreter
89411217,Квартал,56.879631,60.686949,"60.683277,56.877963; 60.684068,56.878021; 60.685382,56.878490; 60.686925,56.879714; 60.688179,56.881116; 60.688482,56.881402; 60.689026,56.881767; 60.689384,56.882174; 60.688754,56.882143; 60.688358,56.882148; 60.688358,56.882318; 60.687998,56.882483; 60.688829,56.882993; 60.689915,56.882647; 60.690100,56.882563; 60.690367,56.882461; 60.690533,56.882310; 60.690707,56.881957; 60.690691,56.881763; 60.690250,56.880711; 60.689840,56.879740; 60.689701,56.879461; 60.689240,56.878912; 60.688885,56.878627; 60.688246,56.878109; 60.686576,56.876807; 60.686444,56.876769; 60.686097,56.876865; 60.685152,56.877073; 60.683834,56.877349; 60.683651,56.877401; 60.683261,56.877423; 60.682869,56.877296; 60.682653,56.877490; 60.682927,56.877574; 60.682712,56.877785; 60.682943,56.877927; 60.683130,56.877885; 60.683277,56.877963",39,56.882993,56.876769,60.682653,60.690707,https://overpass.kumi.systems/api/interpreter
89411218,Квартал,56.876538,60.69317,"60.692119,56.876032; 60.692321,56.876198; 60.692396,56.876216; 60.692887,56.876441; 60.693076,56.876627; 60.693104,56.876658; 60.693447,56.876998; 60.694269,56.877862; 60.694574,56.878245; 60.695700,56.878068; 60.693620,56.875950; 60.693480,56.875714; 60.692647,56.875790; 60.692579,56.875845; 60.692376,56.875938; 60.692119,56.876032",16,56.878245,56.875714,60.692119,60.6957,https://overpass.kumi.systems/api/interpreter
89411226,Квартал,56.880117,60.691973,"60.690518,56.878193; 60.692050,56.877704; 60.692245,56.878115; 60.692679,56.880570; 60.692759,56.881141; 60.692927,56.881460; 60.693087,56.881659; 60.692856,56.881751; 60.692006,56.881794; 60.691714,56.881233; 60.691283,56.880252; 60.691012,56.879460; 60.690518,56.878193",13,56.881794,56.877704,60.690518,60.693087,https://overpass.kumi.systems/api/interpreter
89411227,Квартал,56.875301,60.688044,"60.686382,56.875240; 60.686293,56.875304; 60.687515,56.876163; 60.687692,56.876198; 60.688233,56.875995; 60.689296,56.875562; 60.690152,56.875199; 60.690178,56.875140; 60.688662,56.874284; 60.688057,56.874576; 60.687683,56.874716; 60.686382,56.875240",12,56.876198,56.874284,60.686293,60.690178,https://overpass.kumi.systems/api/interpreter
89411234,Квартал,56.87969,60.690319,"60.689120,56.878617; 60.690367,56.878229; 60.690428,56.878254; 60.690702,56.878975; 60.691204,56.880417; 60.691816,56.881830; 60.690993,56.881883; 60.690541,56.880818; 60.690245,56.880222; 60.689974,56.879627; 60.689318,56.878788; 60.689120,56.878617",12,56.881883,56.878229,60.68912,60.691816,https://overpass.kumi.systems/api/interpreter
89456023,Квартал,56.883023,60.693515,"60.689995,56.882766; 60.690071,56.882856; 60.690265,56.883082; 60.690862,56.883143; 60.691116,56.884054; 60.695451,56.884911; 60.696261,56.884327; 60.697620,56.884893; 60.697892,56.885243; 60.698964,56.885479; 60.699778,56.882943; 60.699722,56.882905; 60.696372,56.882520; 60.695803,56.882451; 60.694759,56.882181; 60.694576,56.882868; 60.693836,56.882795; 60.694091,56.881994; 60.693440,56.881810; 60.693100,56.881896; 60.691202,56.882015; 60.690895,56.882077; 60.690628,56.882440; 60.690616,56.882455; 60.690606,56.882469; 60.690494,56.882553; 60.690025,56.882753; 60.689995,56.882766",28,56.885479,56.88181,60.689995,60.699778,https://overpass.kumi.systems/api/interpreter
89456036,Квартал,56.884279,60.701937,"60.699372,56.885250; 60.699879,56.882962; 60.699949,56.882931; 60.704079,56.883397; 60.703925,56.884290; 60.704720,56.884308; 60.704654,56.884840; 60.702908,56.884840; 60.703118,56.884061; 60.700842,56.883874; 60.700422,56.885347; 60.699372,56.885250",12,56.885347,56.882931,60.699372,60.70472,https://overpass.kumi.systems/api/interpreter
89545964,Квартал,56.883635,60.70972,"60.704715,56.883384; 60.707769,56.883166; 60.710896,56.882985; 60.711431,56.883001; 60.711830,56.883160; 60.712251,56.883468; 60.712643,56.883856; 60.712639,56.883904; 60.712341,56.884012; 60.711990,56.883995; 60.711817,56.884036; 60.711654,56.883988; 60.711181,56.883531; 60.710727,56.883570; 60.710427,56.883676; 60.710039,56.883732; 60.709550,56.883715; 60.709234,56.883737; 60.709270,56.883952; 60.707900,56.883886; 60.707049,56.883849; 60.705974,56.883713; 60.705230,56.883527; 60.704715,56.883384",24,56.884036,56.882985,60.704715,60.712643,https://overpass.kumi.systems/api/interpreter
89657765,Квартал,56.77946,60.565583,"60.562821,56.779023; 60.563206,56.778809; 60.564389,56.778117; 60.564657,56.777960; 60.564908,56.777814; 60.565505,56.777431; 60.565716,56.777644; 60.566257,56.778191; 60.566512,56.778449; 60.566749,56.778689; 60.566874,56.778815; 60.566961,56.778969; 60.567110,56.779237; 60.567264,56.779514; 60.567422,56.779795; 60.567562,56.780045; 60.567701,56.780327; 60.567943,56.780815; 60.567171,56.780827; 60.566729,56.780834; 60.566269,56.780841; 60.565834,56.780848; 60.565270,56.780857; 60.565051,56.780692; 60.564778,56.780487; 60.564499,56.780278; 60.564188,56.780044; 60.563898,56.779826; 60.563626,56.779622; 60.563382,56.779438; 60.562821,56.779023",31,56.780857,56.777431,60.562821,60.567943,https://overpass.kumi.systems/api/interpreter
89657789,Квартал,56.776044,60.54466,"60.545184,56.774723; 60.545514,56.774897; 60.546290,56.775306; 60.546612,56.775476; 60.547108,56.775737; 60.547363,56.775889; 60.546802,56.776133; 60.546203,56.776401; 60.545856,56.776557; 60.545485,56.776725; 60.545048,56.776927; 60.544600,56.777132; 60.544206,56.777285; 60.543471,56.777338; 60.543036,56.777333; 60.542693,56.777104; 60.542940,56.776854; 60.543118,56.776719; 60.543351,56.776542; 60.543368,56.776385; 60.543307,56.776199; 60.543225,56.775949; 60.543121,56.775630; 60.543564,56.775435; 60.544045,56.775223; 60.544401,56.775067; 60.544977,56.774811; 60.545067,56.774775; 60.545184,56.774723",29,56.777338,56.774723,60.542693,60.547363,https://overpass.kumi.systems/api/interpreter
96396189,Квартал,56.819771,60.501191,"60.500593,56.820962; 60.502938,56.820333; 60.503204,56.820033; 60.502362,56.819556; 60.501626,56.818937; 60.500353,56.818875; 60.499871,56.818983; 60.499178,56.819301; 60.500593,56.820962",9,56.820962,56.818875,60.499178,60.503204,https://overpass.kumi.systems/api/interpreter
97151098,Квартал,56.776789,60.661512,"60.661199,56.776979; 60.660216,56.777386; 60.660673,56.777790; 60.660734,56.777770; 60.661056,56.777666; 60.661340,56.777481; 60.661305,56.777450; 60.661835,56.777200; 60.662166,56.777055; 60.662608,56.776861; 60.663342,56.776385; 60.661927,56.775883; 60.661842,56.775941; 60.661783,56.775914; 60.661724,56.775888; 60.661560,56.776002; 60.661128,56.776144; 60.661084,56.776214; 60.661199,56.776979",19,56.77779,56.775883,60.660216,60.663342,https://overpass.kumi.systems/api/interpreter
97827831,Квартал,56.760628,60.549339,"60.549651,56.760735; 60.547488,56.761213; 60.547420,56.761028; 60.548226,56.760653; 60.548645,56.760585; 60.548653,56.760494; 60.549012,56.760439; 60.548978,56.760369; 60.549418,56.760326; 60.550076,56.760340; 60.550968,56.760465; 60.551363,56.760522; 60.551194,56.760888; 60.549651,56.760735",14,56.761213,56.760326,60.54742,60.551363,https://overpass.kumi.systems/api/interpreter
97827834,Квартал,56.758684,60.5661,"60.567188,56.757959; 60.567253,56.758192; 60.566961,56.758635; 60.566603,56.758976; 60.565582,56.759612; 60.564291,56.759747; 60.563735,56.758394; 60.567188,56.757959",8,56.759747,56.757959,60.563735,60.567253,https://overpass.kumi.systems/api/interpreter
97827836,Квартал,56.762302,60.562821,"60.560983,56.764191; 60.560197,56.763070; 60.559614,56.761151; 60.559911,56.761128; 60.560505,56.761361; 60.560685,56.762041; 60.561152,56.762750; 60.561438,56.763011; 60.561632,56.762924; 60.563941,56.761878; 60.565107,56.761773; 60.564982,56.761406; 60.564524,56.760064; 60.565521,56.759937; 60.566449,56.762733; 60.566572,56.763103; 60.566591,56.763159; 60.562810,56.763872; 60.560983,56.764191",19,56.764191,56.759937,60.559614,60.566591,https://overpass.kumi.systems/api/interpreter
97827841,Квартал,56.764851,60.564231,"60.561273,56.764324; 60.561740,56.765032; 60.561742,56.765226; 60.562337,56.766126; 60.563517,56.765976; 60.564292,56.765438; 60.565095,56.765131; 60.564982,56.765020; 60.565099,56.764969; 60.567196,56.764624; 60.567053,56.764247; 60.566991,56.764112; 60.566650,56.763362; 60.561273,56.764324",14,56.766126,56.763362,60.561273,60.567196,https://overpass.kumi.systems/api/interpreter
97827844,Квартал,56.764094,60.553,"60.555609,56.765136; 60.555597,56.765178; 60.554776,56.765343; 60.553962,56.765477; 60.553410,56.765483; 60.549611,56.763245; 60.550376,56.762801; 60.550974,56.762538; 60.551243,56.762570; 60.551881,56.762793; 60.552948,56.763423; 60.555609,56.765136",12,56.765483,56.762538,60.549611,60.555609,https://overpass.kumi.systems/api/interpreter
97827861,Квартал,56.760705,60.552179,"60.551684,56.760641; 60.552388,56.760306; 60.552823,56.760827; 60.552314,56.761110; 60.551684,56.760641",5,56.76111,56.760306,60.551684,60.552823,https://overpass.kumi.systems/api/interpreter
97827887,Квартал,56.761853,60.550068,"60.549423,56.763152; 60.548204,56.762414; 60.547701,56.761624; 60.549047,56.761338; 60.550052,56.761332; 60.550158,56.761203; 60.550224,56.760950; 60.551523,56.761048; 60.551853,56.761018; 60.552644,56.761513; 60.550284,56.762641; 60.550345,56.762697; 60.549423,56.763152",13,56.763152,56.76095,60.547701,60.552644,https://overpass.kumi.systems/api/interpreter
97827891,Квартал,56.763402,60.554482,"60.555823,56.765120; 60.551853,56.762623; 60.551345,56.762279; 60.551559,56.762134; 60.552904,56.761577; 60.553206,56.761668; 60.556939,56.764065; 60.557688,56.764686; 60.557686,56.764752; 60.555823,56.765120",10,56.76512,56.761577,60.551345,60.557688,https://overpass.kumi.systems/api/interpreter
97827902,Квартал,56.763958,60.558556,"60.557125,56.764087; 60.557226,56.764028; 60.559909,56.763319; 60.560031,56.763347; 60.560502,56.764207; 60.557974,56.764629; 60.557125,56.764087",7,56.764629,56.763319,60.557125,60.560502,https://overpass.kumi.systems/api/interpreter
97827914,Квартал,56.760871,60.572185,"60.566922,56.763073; 60.565917,56.759884; 60.566746,56.759203; 60.567478,56.759123; 60.567757,56.760021; 60.569040,56.759892; 60.569105,56.760097; 60.570836,56.760270; 60.571849,56.760194; 60.575895,56.759650; 60.575943,56.759741; 60.576575,56.760939; 60.577293,56.761449; 60.579392,56.761202; 60.580186,56.761743; 60.577555,56.762465; 60.575530,56.762179; 60.570583,56.762342; 60.566922,56.763073",19,56.763073,56.759123,60.565917,60.580186,https://overpass.kumi.systems/api/interpreter
98739235,ЖК Бажовский,56.847697,60.62159,"60.620176,56.848905; 60.622554,56.849126; 60.623770,56.845867; 60.621273,56.845683; 60.620176,56.848905",5,56.849126,56.845683,60.620176,60.62377,https://overpass.kumi.systems/api/interpreter
100117726,Квартал,56.839957,60.624684,"60.624269,56.838541; 60.623578,56.840287; 60.623622,56.840292; 60.623737,56.840305; 60.624235,56.840363; 60.624447,56.840387; 60.624921,56.840442; 60.625120,56.840464; 60.625762,56.840539; 60.625789,56.840542; 60.626459,56.838780; 60.624269,56.838541",12,56.840542,56.838541,60.623578,60.626459,https://overpass.kumi.systems/api/interpreter
101211476,Квартал,56.911413,60.615657,"60.615870,56.911584; 60.615944,56.911220; 60.615364,56.911142; 60.615235,56.911537; 60.615870,56.911584",5,56.911584,56.911142,60.615235,60.615944,https://overpass.kumi.systems/api/interpreter
101506201,Квартал,56.762231,60.558983,"60.559914,56.763244; 60.559370,56.763361; 60.557429,56.760743; 60.558289,56.760566; 60.559914,56.763244",5,56.763361,56.760566,60.557429,60.559914,https://overpass.kumi.systems/api/interpreter
101506208,Квартал,56.760712,60.555364,"60.558379,56.760460; 60.553488,56.761464; 60.553378,56.761266; 60.553069,56.761171; 60.552833,56.760528; 60.558023,56.759638; 60.558379,56.760460",7,56.761464,56.759638,60.552833,60.558379,https://overpass.kumi.systems/api/interpreter
101506216,Квартал,56.761958,60.556782,"60.556294,56.760989; 60.557214,56.760796; 60.557580,56.761264; 60.557613,56.761305; 60.558069,56.761886; 60.559220,56.763412; 60.558318,56.763650; 60.557037,56.764010; 60.553414,56.761654; 60.553547,56.761577; 60.556294,56.760989",11,56.76401,56.760796,60.553414,60.55922,https://overpass.kumi.systems/api/interpreter
102252094,Квартал,56.82236,60.693382,"60.687622,56.819547; 60.688894,56.819749; 60.690280,56.820414; 60.690630,56.820596; 60.691366,56.820842; 60.691568,56.820826; 60.691872,56.820660; 60.693933,56.821757; 60.695034,56.822240; 60.696284,56.822578; 60.697267,56.822787; 60.698655,56.822874; 60.698646,56.822991; 60.697846,56.823127; 60.697455,56.823179; 60.697134,56.823239; 60.696902,56.823273; 60.696541,56.823275; 60.696024,56.823345; 60.695908,56.823473; 60.695665,56.823521; 60.695106,56.823521; 60.694043,56.823518; 60.693990,56.823404; 60.693685,56.823495; 60.693088,56.823619; 60.692968,56.823679; 60.692577,56.823745; 60.692375,56.823710; 60.692264,56.823564; 60.691739,56.823619; 60.691552,56.823399; 60.692388,56.823085; 60.691560,56.821581; 60.690772,56.821102; 60.689755,56.820804; 60.687516,56.820006; 60.687622,56.819547",38,56.823745,56.819547,60.687516,60.698655,https://overpass.kumi.systems/api/interpreter
105569371,Базальт,56.721535,60.597743,"60.597188,56.726288; 60.601902,56.725692; 60.602049,56.724727; 60.602473,56.723421; 60.599961,56.723278; 60.600143,56.719698; 60.600099,56.718362; 60.597822,56.718450; 60.597669,56.717528; 60.594574,56.717528; 60.594278,56.717842; 60.594752,56.718893; 60.594002,56.719499; 60.594021,56.721741; 60.595758,56.725325; 60.597188,56.726288",16,56.726288,56.717528,60.594002,60.602473,https://overpass.kumi.systems/api/interpreter
105693564,Квартал,56.784192,60.672778,"60.671423,56.784160; 60.674065,56.784970; 60.674810,56.784244; 60.672166,56.783426; 60.671423,56.784160",5,56.78497,56.783426,60.671423,60.67481,https://overpass.kumi.systems/api/interpreter
105693565,Квартал,56.786956,60.664882,"60.663965,56.787158; 60.664362,56.787452; 60.664862,56.787658; 60.666614,56.786336; 60.665521,56.785976; 60.663965,56.787158",6,56.787658,56.785976,60.663965,60.666614,https://overpass.kumi.systems/api/interpreter
105693566,Квартал,56.786636,60.67059,"60.668442,56.786820; 60.669440,56.787142; 60.669830,56.787185; 60.672540,56.787216; 60.672647,56.786828; 60.673026,56.785942; 60.670349,56.785131; 60.668442,56.786820",8,56.787216,56.785131,60.668442,60.673026,https://overpass.kumi.systems/api/interpreter
105693571,Квартал,56.785407,60.667001,"60.665838,56.785927; 60.666831,56.786279; 60.668760,56.784610; 60.667740,56.784291; 60.665838,56.785927",5,56.786279,56.784291,60.665838,60.66876,https://overpass.kumi.systems/api/interpreter
105693572,Квартал,56.783962,60.67044,"60.669070,56.784528; 60.669825,56.784745; 60.670077,56.784470; 60.670570,56.784609; 60.672799,56.782580; 60.671670,56.782272; 60.669070,56.784528",7,56.784745,56.782272,60.66907,60.672799,https://overpass.kumi.systems/api/interpreter
105693576,Квартал,56.783076,60.669658,"60.670201,56.782375; 60.669119,56.783063; 60.667750,56.784086; 60.668904,56.784441; 60.670941,56.782687; 60.670493,56.782508; 60.670201,56.782375",7,56.784441,56.782375,60.66775,60.670941,https://overpass.kumi.systems/api/interpreter
105693579,Квартал,56.787808,60.676702,"60.675770,56.788145; 60.676300,56.788240; 60.676976,56.788190; 60.677183,56.787915; 60.677487,56.787779; 60.677763,56.787204; 60.676364,56.786849; 60.675770,56.788145",8,56.78824,56.786849,60.67577,60.677763,https://overpass.kumi.systems/api/interpreter
105693580,Квартал,56.787614,60.666412,"60.666688,56.788177; 60.668168,56.786868; 60.666916,56.786443; 60.665123,56.787737; 60.665659,56.787879; 60.665644,56.788020; 60.666688,56.788177",7,56.788177,56.786443,60.665123,60.668168,https://overpass.kumi.systems/api/interpreter
105693583,Квартал,56.788108,60.670242,"60.668947,56.788391; 60.670319,56.788557; 60.670497,56.788453; 60.671889,56.788639; 60.672521,56.787273; 60.669760,56.787276; 60.669054,56.787884; 60.668947,56.788391",8,56.788639,56.787273,60.668947,60.672521,https://overpass.kumi.systems/api/interpreter
105693584,Квартал,56.78599,60.664545,"60.664779,56.786375; 60.665388,56.785915; 60.664490,56.785590; 60.664170,56.785643; 60.663666,56.786041; 60.664779,56.786375",6,56.786375,56.78559,60.663666,60.665388,https://overpass.kumi.systems/api/interpreter
105693586,Квартал,56.785985,60.67791,"60.676408,56.786775; 60.677810,56.787130; 60.680067,56.784819; 60.678858,56.784427; 60.676408,56.786775",5,56.78713,56.784427,60.676408,60.680067,https://overpass.kumi.systems/api/interpreter
105693587,Квартал,56.783406,60.673569,"60.672204,56.783374; 60.674867,56.784187; 60.675607,56.783457; 60.672963,56.782640; 60.672204,56.783374",5,56.784187,56.78264,60.672204,60.675607,https://overpass.kumi.systems/api/interpreter
105693588,Квартал,56.788173,60.672867,"60.672010,56.788663; 60.673524,56.788813; 60.674130,56.787486; 60.672663,56.787242; 60.672010,56.788663",5,56.788813,56.787242,60.67201,60.67413,https://overpass.kumi.systems/api/interpreter
105693591,Квартал,56.782781,60.67868,"60.677727,56.782936; 60.679470,56.783467; 60.680186,56.782815; 60.679172,56.782517; 60.678329,56.782290; 60.678150,56.782509; 60.677727,56.782936",7,56.783467,56.78229,60.677727,60.680186,https://overpass.kumi.systems/api/interpreter
105693592,Квартал,56.783844,60.680111,"60.678896,56.784345; 60.680111,56.784762; 60.681073,56.783711; 60.681269,56.783065; 60.680420,56.782836; 60.678896,56.784345",6,56.784762,56.782836,60.678896,60.681269,https://overpass.kumi.systems/api/interpreter
105693593,Квартал,56.785085,60.675697,"60.674291,56.785041; 60.677070,56.785881; 60.677797,56.785157; 60.675037,56.784304; 60.674291,56.785041",5,56.785881,56.784304,60.674291,60.677797,https://overpass.kumi.systems/api/interpreter
105693594,Квартал,56.78838,60.67464,"60.673702,56.788823; 60.674177,56.788888; 60.675337,56.788615; 60.675513,56.788305; 60.675721,56.787700; 60.674326,56.787505; 60.673702,56.788823",7,56.788888,56.787505,60.673702,60.675721,https://overpass.kumi.systems/api/interpreter
105693595,Квартал,56.78509,60.665583,"60.664659,56.785514; 60.665600,56.785880; 60.667092,56.784652; 60.666727,56.784525; 60.666536,56.784682; 60.665605,56.784373; 60.664583,56.785280; 60.664785,56.785387; 60.664659,56.785514",9,56.78588,56.784373,60.664583,60.667092,https://overpass.kumi.systems/api/interpreter
105693596,Квартал,56.785881,60.674897,"60.673497,56.785844; 60.676255,56.786682; 60.677015,56.785935; 60.674220,56.785098; 60.673497,56.785844",5,56.786682,56.785098,60.673497,60.677015,https://overpass.kumi.systems/api/interpreter
105693598,Квартал,56.782927,60.668377,"60.666605,56.783723; 60.667661,56.784055; 60.669051,56.783008; 60.670276,56.782201; 60.669985,56.782087; 60.669543,56.782218; 60.668726,56.782550; 60.668019,56.782576; 60.667299,56.783127; 60.666605,56.783723",10,56.784055,56.782087,60.666605,60.670276,https://overpass.kumi.systems/api/interpreter
105693601,Квартал,56.782747,60.675298,"60.674036,56.782848; 60.675711,56.783364; 60.676443,56.782633; 60.676094,56.782527; 60.675756,56.782576; 60.675714,56.782669; 60.675479,56.782775; 60.674416,56.782485; 60.674036,56.782848",9,56.783364,56.782485,60.674036,60.676443,https://overpass.kumi.systems/api/interpreter
105693602,Квартал,56.783478,60.677339,"60.675929,56.783424; 60.678702,56.784290; 60.679455,56.783546; 60.676679,56.782706; 60.675929,56.783424",5,56.78429,56.782706,60.675929,60.679455,https://overpass.kumi.systems/api/interpreter
105693603,Квартал,56.784983,60.671936,"60.670603,56.784955; 60.673128,56.785770; 60.674007,56.785019; 60.671341,56.784219; 60.670603,56.784955",5,56.78577,56.784219,60.670603,60.674007,https://overpass.kumi.systems/api/interpreter
105693604,Квартал,56.785931,60.668116,"60.667401,56.786025; 60.667029,56.786351; 60.667643,56.786565; 60.668304,56.786791; 60.670178,56.785084; 60.668856,56.784677; 60.667401,56.786025",7,56.786791,56.784677,60.667029,60.670178,https://overpass.kumi.systems/api/interpreter
105693605,Квартал,56.786796,60.674081,"60.672776,56.787164; 60.675734,56.787621; 60.676007,56.786840; 60.673997,56.786264; 60.673960,56.786322; 60.673316,56.786197; 60.672776,56.787164",7,56.787621,56.786197,60.672776,60.676007,https://overpass.kumi.systems/api/interpreter
105693606,Квартал,56.784301,60.676515,"60.675119,56.784255; 60.677858,56.785109; 60.678622,56.784368; 60.675856,56.783515; 60.675119,56.784255",5,56.785109,56.783515,60.675119,60.678622,https://overpass.kumi.systems/api/interpreter
105693607,Квартал,56.787756,60.66819,"60.666881,56.788096; 60.667020,56.788190; 60.668742,56.788372; 60.668890,56.787892; 60.669564,56.787266; 60.669268,56.787241; 60.668272,56.786896; 60.666881,56.788096",8,56.788372,56.786896,60.666881,60.669564,https://overpass.kumi.systems/api/interpreter
105694256,Квартал,56.791422,60.657319,"60.656853,56.791754; 60.658167,56.791232; 60.657914,56.791031; 60.657533,56.791194; 60.656592,56.791568; 60.656853,56.791754",6,56.791754,56.791031,60.656592,60.658167,https://overpass.kumi.systems/api/interpreter
105694258,Квартал,56.789705,60.657501,"60.656721,56.789675; 60.657247,56.789406; 60.658243,56.789022; 60.659223,56.789756; 60.658337,56.790179; 60.657768,56.789753; 60.657094,56.790012; 60.656865,56.789847; 60.656789,56.789728; 60.656721,56.789675",10,56.790179,56.789022,60.656721,60.659223,https://overpass.kumi.systems/api/interpreter
105694261,Квартал,56.78973,60.660652,"60.660264,56.790396; 60.662118,56.789653; 60.661221,56.788988; 60.660653,56.789217; 60.659393,56.789726; 60.660264,56.790396",6,56.790396,56.788988,60.659393,60.662118,https://overpass.kumi.systems/api/interpreter
105694263,Квартал,56.790535,60.658702,"60.658235,56.791206; 60.660124,56.790448; 60.659295,56.789819; 60.658821,56.790038; 60.658488,56.790249; 60.658659,56.790461; 60.657759,56.790852; 60.658235,56.791206",8,56.791206,56.789819,60.657759,60.660124,https://overpass.kumi.systems/api/interpreter
105694265,Квартал,56.789304,60.664637,"60.663919,56.789313; 60.664324,56.789638; 60.663984,56.790051; 60.664392,56.790240; 60.664691,56.790256; 60.664961,56.789515; 60.665009,56.789484; 60.665757,56.788983; 60.666093,56.788366; 60.664986,56.788165; 60.664186,56.788431; 60.664057,56.789199; 60.663919,56.789313",13,56.790256,56.788165,60.663919,60.666093,https://overpass.kumi.systems/api/interpreter
105694268,Квартал,56.791673,60.65937,"60.654539,56.793178; 60.655409,56.793657; 60.658419,56.792383; 60.659522,56.792048; 60.660109,56.791568; 60.663825,56.790033; 60.664175,56.789640; 60.663794,56.789367; 60.654539,56.793178",9,56.793657,56.789367,60.654539,60.664175,https://overpass.kumi.systems/api/interpreter
105694271,Квартал,56.786024,60.662045,"60.661424,56.786250; 60.662999,56.786606; 60.663283,56.786299; 60.662920,56.785877; 60.662194,56.785499; 60.661601,56.785375; 60.661062,56.785977; 60.661498,56.786087; 60.661424,56.786250",9,56.786606,56.785375,60.661062,60.663283,https://overpass.kumi.systems/api/interpreter
105694273,Квартал,56.788925,60.66274,"60.661396,56.788936; 60.662248,56.789612; 60.663764,56.789009; 60.663802,56.788957; 60.663696,56.788636; 60.662875,56.788391; 60.661396,56.788936",7,56.789612,56.788391,60.661396,60.663802,https://overpass.kumi.systems/api/interpreter
108090190,Квартал,56.865082,60.686016,"60.683787,56.865929; 60.684608,56.865243; 60.684890,56.865136; 60.685190,56.865072; 60.685313,56.865075; 60.688661,56.865878; 60.689045,56.866023; 60.689073,56.865998; 60.689116,56.865964; 60.689375,56.866053; 60.689840,56.865591; 60.690153,56.865279; 60.690024,56.865226; 60.689344,56.864740; 60.688443,56.864214; 60.687292,56.863863; 60.686684,56.863778; 60.685872,56.863666; 60.685764,56.863651; 60.685411,56.863836; 60.684657,56.864091; 60.684467,56.864117; 60.683242,56.864925; 60.682825,56.864981; 60.682696,56.865134; 60.682812,56.865669; 60.683315,56.865607; 60.683450,56.865434; 60.683830,56.865554; 60.683542,56.865899; 60.683787,56.865929",31,56.866053,56.863651,60.682696,60.690153,https://overpass.kumi.systems/api/interpreter
